target,m,steps,lr_eff,k_true,n_clusters,n_active,loss,max_da_grad,max_db_grad,active_leq_k
poly_k3,500,158113,0.00031622776601683794,3,12,449,0.0001527304362043454,0.0002970234040092926,0.0010546719408608654,0
