b_j,a_j,da_grad,db_grad,active
-1.1116188059777565,0.1744330322446035,1.307550704980634e-05,0.00011130210765919829,1
-0.9948712182982684,-0.5476167724298105,8.377205340550732e-05,0.00032064772118757144,1
-1.2664471884990613,0.44579134265624143,-8.571727937564979e-05,0.0002844502292678489,1
-1.329389947868517,0.5597456018088185,-0.00012587975141180798,0.00035716208353773706,1
-0.9954044440925822,-1.006285420332623,8.387814103975268e-05,9.17516064379241e-05,1
-0.9952693281190986,-0.6802567055890051,8.386582136645524e-05,6.202479362895899e-05,1
-1.032933804182227,0.05695184483980456,6.328277816305138e-05,3.633979346790832e-05,0
-0.9779428542362397,-0.1828613881759441,6.715164889674837e-05,0.00025978265975948556,1
-0.9812231290634532,-0.030653853868149523,7.155813756713906e-05,3.744194779585571e-05,0
-0.9922518861961823,-0.4552590715820946,8.223834788030796e-05,0.00026656923454892615,1
-1.2733862211470328,0.5026066787097739,-9.014493249213215e-05,0.0003207029193045403,1
-1.233765811795978,0.4383400635947474,-6.486396930329735e-05,0.00027969572231679063,1
-0.9749199933879529,0.008341101627101583,6.285484010362869e-05,-1.2989752890759327e-05,0
-1.3541645781088534,0.6504395898529344,-0.00014168793021110827,0.0004150320402278956,1
-1.1029564131630052,0.23739948148706874,1.8602800620565923e-05,0.0001514796957130179,1
-0.9918466054801991,-0.45994515259228114,8.200104262494734e-05,0.00026931308987415594,1
-1.031967262865768,0.16260708743358093,6.389950817271343e-05,0.00010375621703521132,1
-0.9932750990170377,-0.5105757504354239,8.283747280820502e-05,0.00029895897845557063,1
-1.225070205198859,0.47574554949404074,-5.9315482705429525e-05,0.0003035633886930172,1
-0.9449207582348429,-0.05043920744673876,1.4949799776653028e-05,7.640332138700412e-05,0
-0.9468613724383974,-0.11795495806000678,1.788936560624953e-05,0.00017867351661632797,1
-0.985245093445344,-0.3703288048156983,7.639500749893866e-05,0.0003531245981356218,1
-1.303529801349018,0.6631644738897455,-0.0001093789271415528,0.0004231515253666388,1
-0.9364047856698808,-0.10160847283616399,3.2145419658937984e-06,0.00013347606652170188,1
-0.9645648089635738,-0.24135658006720784,4.631704525801258e-05,0.00039836761125762807,1
-0.9520297371789863,-0.20162260142544347,2.5878035594049293e-05,0.00032036383303340457,1
-0.899030282059823,0.24331352824225466,-2.8132538184123363e-05,-8.572101627474485e-05,1
-0.8886947734805889,0.16261049616596124,-3.102586979173637e-05,-2.3866641495390623e-05,1
-0.8838140948589799,0.18677895607932307,-3.16662598473462e-05,-1.1609893687199932e-05,1
-0.8829709429684206,0.1958605550381829,-3.171866887680557e-05,-1.2174391961713096e-05,1
-1.5976068477982563,1.2077663435111934,-0.0002970234040092926,0.0007706507068233226,1
-0.9518771487846343,-0.22828538165224996,2.56355835943953e-05,0.00036272907588017736,1
-0.9647570206131468,-0.28273300592942485,4.663429741527734e-05,0.00046666087232604347,1
-0.9879253379841555,-0.4370671556557831,7.895073706511167e-05,0.0004167625139935785,1
-0.84867257759816,0.2937882258885994,-2.6081962860662173e-05,0.00010343638502590767,1
-0.8395471701919858,0.5492814482546352,-2.276608734094195e-05,0.00021164544272143907,1
-0.8921410245364562,-0.07378600272653874,-3.028192238303138e-05,1.810033058301685e-05,1
-0.9855104074584649,-0.448541128794436,7.664799593258132e-05,0.0004277034456762278,1
-0.9836182725668146,-0.44001218436194023,7.448366981512886e-05,0.0005374499828727325,1
-0.8133928437701371,0.3181516473950465,-1.177183868582352e-05,0.00013960263682376487,1
-0.7959519001705387,0.36759147341587617,-4.6532372977655194e-06,0.00013557970698330145,1
-0.80167834947191,0.26745570895492254,-6.830495330266358e-06,0.00010664169596128827,1
-0.9420498025896754,-0.35096394980032386,1.0865555736473243e-05,0.0004986101330966227,1
-0.8115031060082594,0.11200829258785999,-1.09426354532657e-05,4.914842691974843e-05,1
-0.8207365787402497,0.05338690549488557,-1.503588139595139e-05,2.346028911043482e-05,0
-0.7945357457818923,0.10857882652931235,-4.130913438423503e-06,4.004740738036686e-05,1
-0.7598798060114617,0.4387313877954325,5.906206851335873e-06,0.00010962353978635424,1
-0.7850821699250311,0.11272446406299647,-1.0322601001910542e-06,3.5570833018499144e-05,1
-0.7617422819767374,0.3427035289884096,5.44083962719806e-06,8.562955601093657e-05,1
-0.7937671654424173,0.03418919606032873,-3.8695512593679e-06,1.1558557675354269e-05,0
-0.7757088624724505,0.1468035739090073,1.7210278690662055e-06,4.186443117371428e-05,1
-0.7580186502666225,0.31961706081711777,6.343428959951182e-06,7.341814870115681e-05,1
-0.9952948974943383,-0.756253352892978,8.386815274402116e-05,6.895405478404063e-05,1
-0.8240664360748261,-0.1612200614799138,-1.6499150619771513e-05,-7.084638485149122e-05,1
-0.8352033760147738,-0.236681674458766,-2.109236570943962e-05,-9.119659499524037e-05,1
-0.8626342136301043,-0.3230786985756942,-3.0124794167096297e-05,-7.298335066282498e-05,1
