neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
78,-1.009425,1.510432,-6.643127e-04,7.740284e-04,5.124549e-04,1,1
75,-1.004705,1.507825,-6.618936e-04,7.726924e-04,5.124549e-04,1,1
41,-1.000122,1.427030,-6.595453e-04,7.312885e-04,5.124549e-04,1,1
15,-1.000103,1.189832,-6.595354e-04,6.097351e-04,5.124549e-04,1,1
60,-0.893968,-0.617346,-6.313170e-04,-3.192944e-04,5.172049e-04,1,1
34,-0.888178,-0.595044,-6.283351e-04,-3.027878e-04,5.088493e-04,1,1
92,-0.863324,-0.619455,-6.157158e-04,-3.143183e-04,5.074110e-04,1,1
71,-0.844383,-0.567915,-6.060926e-04,-2.870460e-04,5.054387e-04,1,1
76,-0.827135,-0.619003,-5.973690e-04,-3.122835e-04,5.044947e-04,1,1
18,-0.812217,-0.475913,-5.898608e-04,-2.396317e-04,5.035197e-04,1,1
38,-0.798774,-0.359610,-5.830727e-04,-1.817904e-04,5.055215e-04,1,1
2,-0.788272,-0.625246,-5.777755e-04,-3.125865e-04,4.999417e-04,1,1
51,-0.771405,-0.631657,-5.693486e-04,-3.153636e-04,4.992638e-04,1,1
22,-0.755551,-0.633241,-5.614488e-04,-3.158145e-04,4.987269e-04,1,1
49,-0.738640,-0.650566,-5.530254e-04,-3.229384e-04,4.963959e-04,1,1
72,-0.722548,-0.625607,-5.450314e-04,-3.098092e-04,4.952135e-04,1,1
45,-0.707167,-0.621384,-5.374246e-04,-3.065725e-04,4.933705e-04,1,1
79,-0.688564,-0.644701,-5.282109e-04,-3.181110e-04,4.934243e-04,1,1
37,-0.672818,-0.620668,-5.204596e-04,-3.032162e-04,4.885320e-04,1,1
1,-0.653725,-0.489567,-5.110959e-04,-2.399103e-04,4.900459e-04,1,1
83,-0.640734,-0.488929,-5.047466e-04,-2.380208e-04,4.868209e-04,1,1
43,-0.625041,-0.468538,-4.971403e-04,-2.272479e-04,4.850146e-04,1,1
28,-0.598604,-0.380542,-4.841806e-04,-1.834764e-04,4.821449e-04,1,1
85,-0.597835,-0.379059,-4.838098e-04,-1.827613e-04,4.821449e-04,1,1
95,-0.566739,-0.352239,-4.689440e-04,-1.670674e-04,4.743008e-04,1,1
21,-0.561310,-0.317626,-4.663861e-04,-1.485475e-04,4.676799e-04,1,1
