b_j,a_j,da_grad,db_grad,active
-0.9741884191403842,0.17727393236390843,-9.906882725017484e-05,0.00021720095880967754,1
-1.2736658209963483,-0.5710838555879535,0.0001920667523491613,0.0006322133395322777,1
-0.9802720911185514,0.40459244691514884,-0.00010560911708568717,0.00034316810259608547,1
-0.9838287442249485,0.5008289726876359,-0.00010862580686183274,0.00042479420857405927,1
-1.4782079742528365,-1.06786684005034,0.00041850333695944296,0.0011821725557780713,1
-1.2842178414221839,-0.6904285337751818,0.0002037482733849156,0.0007643328116796254,1
-0.9314345316420058,0.08997806186836572,-4.0669271811350506e-05,0.00011219972019207771,1
-0.9040536759675175,-0.13367443358498526,-1.3353178422976816e-05,-9.993700612503893e-05,1
-0.9152111881661231,0.016206747247418322,-2.290780927682109e-05,1.595370350014637e-05,0
-0.8921697850825103,-0.40090568653725434,-5.112879541572574e-06,-0.0002502239708103903,1
-0.9768494951011599,0.46953826981679153,-0.00010202708425754963,0.000501092680230549,1
-0.9708271406922414,0.4179412239942625,-9.49504952877277e-05,0.0005120732268255677,1
-0.901805063240006,0.05526390569802167,-1.167208191188276e-05,4.131612256823593e-05,0
-0.9850653489150224,0.5946479025034984,-0.00010964403547024677,0.0003273930450627788,1
-0.9388821570668638,0.2591014706346772,-5.024972593494921e-05,0.0003418913459359382,1
-0.8489823051455551,-0.4104991285392913,1.1470405748175022e-05,-6.629255876442386e-05,1
-0.8662585522014274,0.19877622605232134,7.2506963727506066e-06,6.729850027657313e-05,1
-0.7852971937729223,-0.4709894315276272,9.742072156750287e-06,8.053912778814092e-05,1
-0.9209739180690438,0.4573786412351078,-2.8688840304783686e-05,0.0004924060978206782,1
-0.8145776872437861,-0.015379966976726087,1.3464807210832427e-05,6.280405304662355e-07,0
-0.8005466526438647,-0.08411509254878002,1.212606174479774e-05,1.0362186323182316e-05,1
-0.7809921535040508,-0.33320699447905033,8.998707025377712e-06,5.767029880202619e-05,1
-0.9529269085337432,0.6306804043391292,-6.999612635460915e-05,0.0009128842178708038,1
-0.7897499247824237,-0.07026127038801988,1.0501164130880905e-05,1.1423457217513862e-05,0
-0.7713280512079564,-0.20847462573355377,7.2833918581135764e-06,3.726847995017422e-05,1
-0.7669634715481171,-0.17088639726270274,6.5099102034738455e-06,3.007913333613253e-05,1
-0.7957731857671805,0.2720419963052918,1.1457553570046192e-05,-3.93883817078975e-05,1
-0.7814158193280885,0.1879332907490027,9.072033621365131e-06,-3.252683530634732e-05,1
-0.7801504905839765,0.21141353412561295,8.853034956977002e-06,-3.6590713537926716e-05,1
-0.7789285168212812,0.22035698566439416,8.638946158045708e-06,-3.923757764347715e-05,1
-0.9867625826637277,1.0887273453213175,-0.00011057847503159515,0.000599416493907106,1
-0.7479845399503482,-0.1993048446384902,3.1402581269302177e-06,3.7052035407648205e-05,1
-0.7423600125523461,-0.25247924720184445,2.101566050576679e-06,4.606136947936842e-05,1
-0.7303274565171713,-0.4036361843496236,7.092213028074817e-08,6.179218971800387e-05,1
-0.740051319843286,0.3112924065017151,1.68037678823199e-06,-5.6791022275721116e-05,1
-0.7492913521794817,0.5677287813723837,3.383202813361768e-06,-0.00010554438326627663,1
-0.7246818898163225,-0.05379494712932437,-6.580463887984112e-07,6.667197848780761e-06,0
-0.7202025649420534,-0.41697384219294303,-1.0872751767079363e-06,3.889735636960198e-05,1
-0.7158349466116284,-0.4091358152273389,-1.3923369120920886e-06,2.6072614930342483e-05,1
-0.7100684846258276,0.32841798855302684,-1.6870843410233122e-06,-1.52651887052159e-05,1
