b_j,a_j,da_grad,db_grad,active
-0.9518090216188371,0.12681578451737407,-8.879960888639625e-07,-3.3871564819103766e-06,1
-1.0119198169618253,-0.5485851559975872,1.276917368294836e-06,-7.315969245857159e-06,1
-0.8993541332419034,0.3574435122791976,-1.028448851795027e-07,4.185686605210939e-06,1
-0.8743380710061964,0.45504297866219184,7.959331570872531e-08,2.5094581852565274e-06,1
-1.002217530914618,-0.9997173963122669,1.4063077201113914e-06,-1.3332299727776641e-05,1
-1.0000000720324076,-0.675093575364101,1.4358799037711739e-06,-9.003094198672115e-06,1
-0.9047292230755298,0.04974588734548078,-2.1991412640832592e-07,1.1232216605917424e-06,0
-0.9406824227387437,-0.17352404171066055,-1.0672921153505277e-06,1.39008282192912e-06,1
-0.9083042305220604,-0.022048712268584028,-3.269406310310116e-07,-6.615784229506465e-07,0
-0.9960424095287711,-0.4448051147345871,1.3149622553049478e-06,1.3590394504742557e-05,1
-0.8142618253887711,0.430761272627859,4.2596197497801955e-07,-5.878386532232719e-06,1
-0.8276812976459439,0.3795400681465222,4.814249758604899e-07,1.3302505566098724e-06,1
-0.8827413485566455,0.022326394979266993,8.417352381811906e-09,1.4091855610702592e-07,0
-0.7867327022704025,0.5570270234249756,1.2882805053963187e-07,-4.502705036050264e-06,1
-0.8504994019419007,0.2244569300461813,1.895021397378569e-07,1.69106101544634e-06,1
-0.9830814325261358,-0.4441011283575073,5.66109922434329e-07,2.864602982528604e-05,1
-0.793407307960543,0.18400828543363013,1.8141810299862547e-07,-1.423624891765834e-06,1
-0.8810361866772971,-0.48324034950580885,1.917990272591939e-08,-3.0500908170911914e-06,1
-0.7692570521106424,0.44164245986812006,2.1544531253593585e-07,7.642300265542167e-06,1
-0.8144455838514368,-0.025034318059639713,4.284696360440099e-07,3.4163098559826037e-07,0
-0.8192030853736684,-0.09205613403762587,4.6834742308292786e-07,7.621976941258805e-07,1
-0.8486767107649641,-0.3417546093646641,2.0764202135616682e-07,-4.164855139932709e-06,1
-0.7428154448177416,0.6150493669516952,6.668781610198378e-07,-6.784901662171719e-08,1
-0.8031695088356957,-0.07443871638106973,2.720604651642454e-07,8.616843343411829e-07,1
-0.8165674031291196,-0.21111800646191836,4.4652474988200336e-07,1.7479949532527303e-06,1
-0.8013608008354813,-0.1711849877674127,2.5112330470591605e-07,1.9815954573751714e-06,1
-0.7407769705767511,0.27297135790011345,6.666532872452896e-07,-3.011276686814654e-08,1
-0.7457203224504372,0.1898961804601879,6.458066932258007e-07,2.9672694644125035e-06,1
-0.7378892908715682,0.21373147981547944,6.401212475625777e-07,-3.8634267793163185e-06,1
-0.7356003878486104,0.2229075673908905,5.98746859279737e-07,-4.029294448874405e-06,1
-0.5458412347064692,1.079760149979705,2.141802164694695e-06,-3.3483418798710973e-06,1
-0.7727286810711841,-0.19500620360968363,1.5946025438284928e-07,-3.1331872019001288e-06,1
-0.7759594110017618,-0.2473450630359625,1.2180833549225042e-07,-1.6592463746505603e-06,1
-0.7842038292576955,-0.3968576575061317,1.0984674856402352e-07,9.551561069683242e-07,1
-0.6965047017312186,0.3181509434834855,-2.0742494733119314e-08,-1.1196672843496433e-06,1
-0.6305527509664492,0.5755145442903452,-5.122533593724496e-07,-7.831017506707177e-06,1
-0.7241261491989566,-0.04608824112287374,2.893671792438199e-07,1.0486890954414775e-06,0
-0.750115667961592,-0.40852685704067326,5.742985763467721e-07,-7.939832524835796e-06,1
-0.7421046306335726,-0.4002383393812688,6.667997477313918e-07,4.415219200357449e-08,1
-0.6670258358231317,0.33718775055911754,1.2270940498564534e-07,1.2258464807421728e-06,1
-0.6448666161955572,0.3841640206747404,-1.757278044376766e-07,-9.7161846013824e-06,1
-0.6717383732404218,0.2838787242301568,7.952918408055708e-08,3.914357719785578e-06,1
-0.7290999495281535,-0.31995963520091975,4.252957495183836e-07,8.80058126892226e-06,1
-0.6860361498020472,0.1288559924305387,-5.210146997482744e-08,-1.573534123039354e-07,1
-0.6810620115205476,0.07205084882408541,-3.9764624623124385e-08,3.3333443635710695e-07,0
-0.6718906015461846,0.12333822938928506,7.743013264425768e-08,1.7006908554485641e-06,1
-0.6196098147955403,0.45254628519597867,-4.783132360149202e-07,4.6005786633648305e-06,1
