target,m,steps,lr_eff,k_true,n_clusters,n_active,loss,max_da_grad,max_db_grad,active_leq_k
sin_2pi,250,111803,0.0004472135954999579,3,25,221,0.0005887558520226836,0.00044021581052113544,0.0006292984494245701,0
