neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
287,-1.717431,0.606189,-1.418510e-03,3.963232e-04,6.537944e-04,1,1
163,-1.707443,0.595147,-1.411980e-03,3.891036e-04,6.537944e-04,1,1
220,-1.477711,0.368932,-1.261782e-03,2.412056e-04,6.537944e-04,1,1
240,-1.475148,0.363634,-1.260107e-03,2.377417e-04,6.537944e-04,1,1
278,-1.436506,0.325887,-1.234843e-03,2.130629e-04,6.537944e-04,1,1
182,-1.435634,0.324040,-1.234273e-03,2.118555e-04,6.537944e-04,1,1
391,-1.409879,0.299761,-1.217434e-03,1.959821e-04,6.537944e-04,1,1
415,-1.344517,0.233600,-1.174701e-03,1.527265e-04,6.537944e-04,1,1
136,-1.333393,0.222501,-1.167428e-03,1.454698e-04,6.537944e-04,1,1
224,-1.329226,0.218639,-1.164704e-03,1.429447e-04,6.537944e-04,1,1
243,-1.309093,0.199904,-1.151541e-03,1.306959e-04,6.537944e-04,1,1
106,-1.239875,0.132295,-1.106287e-03,8.649380e-05,6.537944e-04,1,1
389,-1.187733,0.077945,-1.072196e-03,5.095996e-05,6.537944e-04,1,1
361,-1.185868,0.078412,-1.070978e-03,5.126552e-05,6.537944e-04,1,1
316,-1.158850,0.050694,-1.053313e-03,3.314353e-05,6.537944e-04,1,1
216,-1.137638,0.028071,-1.039445e-03,1.835244e-05,6.537944e-04,0,1
267,-1.134202,0.023965,-1.037198e-03,1.566819e-05,6.537944e-04,0,1
372,-1.094333,-0.012058,-1.011133e-03,-7.883706e-06,6.537944e-04,0,1
14,-1.000000,-0.247549,-9.494580e-04,-1.618459e-04,6.537944e-04,1,1
442,-1.000000,-0.244776,-9.494580e-04,-1.600329e-04,6.537944e-04,1,1
380,-1.000000,-0.235521,-9.494580e-04,-1.539824e-04,6.537944e-04,1,1
468,-1.000000,-0.229559,-9.494580e-04,-1.500846e-04,6.537944e-04,1,1
46,-1.000000,-0.229947,-9.494580e-04,-1.503379e-04,6.537944e-04,1,1
325,-1.000000,-0.241912,-9.494580e-04,-1.581606e-04,6.537944e-04,1,1
230,-1.000000,-0.218943,-9.494580e-04,-1.431435e-04,6.537944e-04,1,1
458,-1.000000,-0.226002,-9.494580e-04,-1.477588e-04,6.537944e-04,1,1
477,-1.000000,-0.223809,-9.494580e-04,-1.463249e-04,6.537944e-04,1,1
188,-1.000000,-0.234519,-9.494580e-04,-1.533271e-04,6.537944e-04,1,1
192,-1.000000,-0.224063,-9.494580e-04,-1.464909e-04,6.537944e-04,1,1
337,-1.000000,-0.222511,-9.494580e-04,-1.454767e-04,6.537944e-04,1,1
43,-1.000000,-0.216128,-9.494580e-04,-1.413032e-04,6.537944e-04,1,1
160,-1.000000,-0.228635,-9.494580e-04,-1.494802e-04,6.537944e-04,1,1
201,-1.000000,-0.219558,-9.494580e-04,-1.435458e-04,6.537944e-04,1,1
64,-1.000000,-0.217044,-9.494580e-04,-1.419022e-04,6.537944e-04,1,1
376,-1.000000,-0.217074,-9.494580e-04,-1.419217e-04,6.537944e-04,1,1
319,-1.000000,-0.213209,-9.494580e-04,-1.393947e-04,6.537944e-04,1,1
302,-1.000000,-0.215967,-9.494580e-04,-1.411983e-04,6.537944e-04,1,1
241,-1.000000,-0.225198,-9.494580e-04,-1.472334e-04,6.537944e-04,1,1
355,-1.000000,-0.197375,-9.494580e-04,-1.290426e-04,6.537944e-04,1,1
474,-1.000000,-0.205904,-9.494580e-04,-1.346187e-04,6.537944e-04,1,1
423,-1.000000,-0.207127,-9.494580e-04,-1.354188e-04,6.537944e-04,1,1
324,-1.000000,-0.210947,-9.494580e-04,-1.379158e-04,6.537944e-04,1,1
299,-1.000000,-0.191541,-9.494580e-04,-1.252286e-04,6.537944e-04,1,1
18,-1.000000,-0.196290,-9.494580e-04,-1.283331e-04,6.537944e-04,1,1
112,-1.000000,-0.179858,-9.494580e-04,-1.175904e-04,6.537944e-04,1,1
6,-1.000000,-0.174389,-9.494580e-04,-1.140146e-04,6.537944e-04,1,1
414,-1.000000,-0.178564,-9.494580e-04,-1.167440e-04,6.537944e-04,1,1
92,-1.000000,-0.175879,-9.494580e-04,-1.149890e-04,6.537944e-04,1,1
225,-1.000000,-0.177695,-9.494580e-04,-1.161759e-04,6.537944e-04,1,1
198,-1.000000,-0.143990,-9.494580e-04,-9.414010e-05,6.537944e-04,1,1
409,-0.999588,-0.170049,-9.491362e-04,-1.328282e-04,7.811191e-04,1,1
151,-0.998373,-0.163886,-9.481868e-04,-1.280141e-04,7.811191e-04,1,1
36,-0.997671,-0.160503,-9.476388e-04,-1.253723e-04,7.811191e-04,1,1
375,-0.997620,-0.162736,-9.475988e-04,-1.271160e-04,7.811191e-04,1,1
280,-0.995712,-0.150346,-9.461081e-04,-1.174385e-04,7.811191e-04,1,1
60,-0.989315,-0.132783,-9.404597e-04,-1.295439e-04,9.756073e-04,1,1
154,-0.967138,-0.097914,-9.160156e-04,-1.194560e-04,1.220005e-03,1,0
114,-0.964343,-0.096178,-9.125864e-04,-1.205113e-04,1.252998e-03,1,0
461,-0.930879,-0.065362,-8.692377e-04,-8.506977e-05,1.301523e-03,1,0
45,-0.915756,-0.056194,-8.500827e-04,-6.953881e-05,1.237488e-03,1,0
339,-0.875951,-0.028351,-8.073700e-04,-2.556566e-05,9.017464e-04,0,1
288,-0.837650,-0.001053,-7.812227e-04,-4.979260e-07,4.729219e-04,0,1
261,-0.824128,0.004611,-7.756329e-04,1.519025e-06,3.294156e-04,0,1
96,-0.820202,0.008876,-7.743395e-04,2.923879e-06,3.294156e-04,0,1
68,-0.815250,0.011843,-7.728909e-04,3.397741e-06,2.869054e-04,0,1
174,-0.811174,0.013439,-7.718540e-04,3.326426e-06,2.475177e-04,0,1
272,-0.800877,0.024121,-7.697365e-04,4.311354e-06,1.787388e-04,0,1
117,-0.792477,0.012047,-7.684869e-04,1.507581e-06,1.251374e-04,0,1
132,-0.774521,0.018103,-7.667557e-04,1.417673e-06,7.831161e-05,0,1
186,-0.773466,0.030230,-7.666776e-04,2.226980e-06,7.366776e-05,0,1
102,-0.771674,0.024326,-7.665456e-04,1.792014e-06,7.366776e-05,0,1
143,-0.762871,0.030658,-7.658853e-04,2.447330e-06,7.982580e-05,1,1
