target,m,steps,lr_eff,k_true,n_clusters,n_active,loss,max_da_grad,max_db_grad,active_leq_k
poly_k3,1500,200000,0.00018257418583505537,3,5,1283,0.0001685457172355592,0.0003391688012848933,0.0010023961040192659,0
