neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
134,-1.006190,-0.217649,1.361505e-03,2.077999e-04,-9.547464e-04,1,1
85,-1.004479,-0.213254,1.359872e-03,2.036036e-04,-9.547464e-04,1,1
49,-1.000006,-0.218145,1.355600e-03,2.082731e-04,-9.547464e-04,1,1
10,-1.000005,-0.207650,1.355600e-03,1.982529e-04,-9.547464e-04,1,1
241,-1.000005,-0.203059,1.355600e-03,1.938695e-04,-9.547464e-04,1,1
193,-1.000005,-0.198061,1.355600e-03,1.890979e-04,-9.547464e-04,1,1
148,-1.000005,-0.198695,1.355600e-03,1.897033e-04,-9.547464e-04,1,1
13,-1.000005,-0.177839,1.355599e-03,1.697908e-04,-9.547464e-04,1,1
55,-1.000005,-0.173906,1.355599e-03,1.660358e-04,-9.547464e-04,1,1
34,-1.000004,-0.168737,1.355599e-03,1.611008e-04,-9.547464e-04,1,1
235,-1.000004,-0.166599,1.355599e-03,1.590601e-04,-9.547464e-04,1,1
150,-1.000004,-0.136052,1.355598e-03,1.298948e-04,-9.547464e-04,1,1
25,-1.000004,-0.132098,1.355598e-03,1.261202e-04,-9.547464e-04,1,1
192,-1.000004,-0.130457,1.355598e-03,1.245533e-04,-9.547464e-04,1,1
12,-1.000003,-0.127439,1.355598e-03,1.216724e-04,-9.547464e-04,1,1
164,-1.000003,-0.115121,1.355598e-03,1.099116e-04,-9.547464e-04,1,1
136,-1.000003,-0.111156,1.355598e-03,1.061257e-04,-9.547464e-04,1,1
102,-1.000003,-0.094304,1.355598e-03,9.003658e-05,-9.547464e-04,1,1
206,-0.998374,-0.074697,1.354061e-03,7.045027e-05,-9.431483e-04,1,1
52,-0.913086,0.006275,1.274331e-03,-6.117737e-06,-9.749113e-04,0,1
32,-0.900519,0.016895,1.262020e-03,-1.661368e-05,-9.833535e-04,1,1
114,-0.894152,0.018952,1.255748e-03,-1.868503e-05,-9.858960e-04,1,1
47,-0.891574,0.029509,1.253205e-03,-2.909300e-05,-9.858960e-04,1,1
154,-0.886112,0.026622,1.247824e-03,-2.622518e-05,-9.851036e-04,1,1
117,-0.876155,0.018371,1.238040e-03,-1.801412e-05,-9.805885e-04,1,1
175,-0.875523,0.037089,1.237420e-03,-3.636954e-05,-9.805885e-04,1,1
