target,m,steps,lr_eff,k_true,n_clusters,n_active,loss,max_da_grad,max_db_grad,active_leq_k
sin_3pi,500,158113,0.00031622776601683794,5,6,445,0.00039182337540822997,0.00023119041557670604,0.0006425696892108587,0
