neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
6,-2.042567,-0.816459,9.075537e-04,3.141174e-04,-3.847316e-04,1,1
32,-1.517123,-0.292891,7.053985e-04,1.126846e-04,-3.847316e-04,1,1
34,-1.120402,0.102859,5.527676e-04,-3.957300e-05,-3.847316e-04,1,1
2,-1.000002,0.428689,5.064459e-04,-1.649301e-04,-3.847316e-04,1,1
33,-1.000002,0.415235,5.064458e-04,-1.597538e-04,-3.847316e-04,1,1
43,-1.000002,0.419694,5.064458e-04,-1.614695e-04,-3.847316e-04,1,1
11,-1.000002,0.414963,5.064458e-04,-1.596492e-04,-3.847316e-04,1,1
24,-1.000002,0.412906,5.064458e-04,-1.588579e-04,-3.847316e-04,1,1
0,-1.000002,0.397552,5.064458e-04,-1.529509e-04,-3.847316e-04,1,1
13,-1.000002,0.398321,5.064458e-04,-1.532465e-04,-3.847316e-04,1,1
17,-1.000002,0.410777,5.064458e-04,-1.580391e-04,-3.847316e-04,1,1
45,-1.000002,0.306505,5.064457e-04,-1.179222e-04,-3.847316e-04,1,1
5,-0.888716,-0.264577,4.554468e-04,9.102883e-05,-3.440548e-04,1,1
42,-0.856382,-0.326042,4.439148e-04,1.229183e-04,-3.770010e-04,1,1
39,-0.782762,-0.326941,4.162569e-04,1.197984e-04,-3.664215e-04,1,1
44,-0.711697,-0.320032,3.905291e-04,1.161022e-04,-3.627832e-04,1,1
18,-0.639208,-0.256974,3.642267e-04,9.052555e-05,-3.522757e-04,1,1
36,-0.575338,-0.221889,3.414993e-04,7.819068e-05,-3.523860e-04,1,1
19,-0.507178,-0.216528,3.177254e-04,7.507317e-05,-3.467140e-04,1,1
16,-0.432772,-0.205578,2.922379e-04,7.058441e-05,-3.433468e-04,1,1
12,-0.349175,-0.185169,2.641049e-04,6.106162e-05,-3.297611e-04,1,1
40,-0.258040,-0.127517,2.345994e-04,3.993431e-05,-3.131691e-04,1,1
31,-0.190798,-0.085975,2.131951e-04,2.766473e-05,-3.217757e-04,1,1
23,-0.096711,-0.054572,1.841337e-04,1.598519e-05,-2.929186e-04,1,1
29,-0.025909,-0.005395,1.637400e-04,1.502316e-06,-2.784447e-04,0,1
37,0.001055,-0.004769,1.563223e-04,1.296371e-06,-2.718477e-04,0,1
30,0.044898,0.028510,1.447227e-04,-7.288934e-06,-2.556646e-04,0,1
27,0.127239,0.071283,1.243631e-04,-1.719330e-05,-2.411967e-04,1,1
15,0.232408,0.065958,9.690501e-05,-1.836427e-05,-2.784225e-04,1,1
48,0.276026,0.074867,8.585479e-05,-1.651077e-05,-2.205354e-04,1,1
35,0.284155,0.060633,8.413994e-05,-1.200755e-05,-1.980362e-04,1,1
21,0.296723,0.072643,8.176959e-05,-1.298230e-05,-1.787145e-04,1,1
8,0.393345,0.092962,6.350204e-05,-2.048208e-05,-2.203268e-04,1,1
25,0.409903,0.095706,5.998124e-05,-1.958696e-05,-2.046575e-04,1,1
9,0.461560,0.095403,5.019227e-05,-1.611908e-05,-1.689582e-04,1,1
20,0.464203,0.104632,4.975006e-05,-1.684946e-05,-1.610357e-04,1,1
41,0.528509,0.096752,3.952223e-05,-1.624979e-05,-1.679534e-04,1,1
26,0.543739,0.084942,3.701741e-05,-1.381261e-05,-1.626120e-04,1,1
28,0.592499,0.098062,2.946978e-05,-1.363881e-05,-1.390831e-04,1,1
10,0.597423,0.100130,2.881741e-05,-1.297757e-05,-1.296076e-04,1,1
4,0.609277,0.104785,2.742219e-05,-1.099532e-05,-1.049325e-04,1,1
1,0.670213,0.144959,2.074504e-05,-1.737093e-05,-1.198332e-04,1,1
47,0.701905,0.164533,1.714505e-05,-1.694260e-05,-1.029736e-04,1,1
7,0.732355,0.170291,1.440927e-05,-1.343786e-05,-7.891094e-05,1,1
14,0.782639,0.171099,1.047565e-05,-1.356466e-05,-7.927939e-05,1,1
49,0.808159,0.172330,8.694646e-06,-1.061932e-05,-6.162181e-05,1,1
22,0.853857,0.194551,6.180980e-06,-9.675312e-06,-4.973142e-05,1,1
38,0.884315,0.175813,5.162045e-06,-3.776500e-06,-2.148022e-05,1,1
46,0.903179,0.169813,4.997934e-06,-3.843100e-07,-2.263137e-06,1,1
3,0.929905,0.070438,4.797873e-06,-1.953759e-06,-2.773745e-05,1,1
