target,m,steps,lr_eff,k_true,n_clusters,n_active,loss,max_da_grad,max_db_grad,active_leq_k
sin_7pi,250,111803,0.0004472135954999579,13,22,240,0.2838983148486149,0.002648608682419656,0.003059350301298109,0
