target,m,steps,lr_eff,k_true,n_clusters,n_active,loss,max_da_grad,max_db_grad,active_leq_k
x_cubed,100,70710,0.0007071067811865475,1,43,91,0.0006810359001567273,0.0005676383517725681,0.00238225974100373,0
