neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
1078,-1.471575,0.407743,-1.319871e-03,2.723985e-04,6.680649e-04,1,1
1581,-1.435699,0.371708,-1.295903e-03,2.483249e-04,6.680649e-04,1,1
769,-1.418454,0.355445,-1.284382e-03,2.374603e-04,6.680649e-04,1,1
669,-1.416385,0.352476,-1.283000e-03,2.354770e-04,6.680649e-04,1,1
166,-1.405543,0.341381,-1.275757e-03,2.280644e-04,6.680649e-04,1,1
363,-1.369942,0.305535,-1.251973e-03,2.041170e-04,6.680649e-04,1,1
1955,-1.363649,0.300541,-1.247769e-03,2.007811e-04,6.680649e-04,1,1
354,-1.360841,0.295978,-1.245893e-03,1.977324e-04,6.680649e-04,1,1
1364,-1.350965,0.287736,-1.239295e-03,1.922265e-04,6.680649e-04,1,1
270,-1.325015,0.262348,-1.221959e-03,1.752653e-04,6.680649e-04,1,1
1603,-1.298135,0.232789,-1.204002e-03,1.555181e-04,6.680649e-04,1,1
56,-1.293194,0.227836,-1.200700e-03,1.522094e-04,6.680649e-04,1,1
213,-1.282770,0.219442,-1.193737e-03,1.466012e-04,6.680649e-04,1,1
1607,-1.272655,0.210772,-1.186979e-03,1.408097e-04,6.680649e-04,1,1
723,-1.254116,0.191196,-1.174594e-03,1.277314e-04,6.680649e-04,1,1
1196,-1.246008,0.182127,-1.169177e-03,1.216726e-04,6.680649e-04,1,1
550,-1.230175,0.166596,-1.158600e-03,1.112970e-04,6.680649e-04,1,1
84,-1.225821,0.161078,-1.155691e-03,1.076104e-04,6.680649e-04,1,1
144,-1.217098,0.153895,-1.149863e-03,1.028120e-04,6.680649e-04,1,1
63,-1.203988,0.138933,-1.141105e-03,9.281636e-05,6.680649e-04,1,1
1548,-1.192384,0.130204,-1.133353e-03,8.698453e-05,6.680649e-04,1,1
559,-1.178226,0.114495,-1.123895e-03,7.649033e-05,6.680649e-04,1,1
1416,-1.177680,0.114639,-1.123529e-03,7.658648e-05,6.680649e-04,1,1
269,-1.169848,0.107014,-1.118297e-03,7.149250e-05,6.680649e-04,1,1
765,-1.167571,0.103561,-1.116776e-03,6.918568e-05,6.680649e-04,1,1
1507,-1.164093,0.102590,-1.114453e-03,6.853652e-05,6.680649e-04,1,1
1863,-1.154411,0.089090,-1.107984e-03,5.951785e-05,6.680649e-04,1,1
1141,-1.145680,0.085150,-1.102152e-03,5.688590e-05,6.680649e-04,1,1
715,-1.142497,0.081575,-1.100025e-03,5.449738e-05,6.680649e-04,1,1
1234,-1.119518,0.055962,-1.084674e-03,3.738616e-05,6.680649e-04,1,1
1998,-1.118133,0.055586,-1.083748e-03,3.713519e-05,6.680649e-04,1,1
518,-1.117663,0.055538,-1.083435e-03,3.710310e-05,6.680649e-04,1,1
569,-1.105747,0.043104,-1.075474e-03,2.879606e-05,6.680649e-04,1,1
1162,-1.083508,0.019594,-1.060617e-03,1.308997e-05,6.680649e-04,0,1
459,-1.067659,0.004330,-1.050028e-03,2.892905e-06,6.680649e-04,0,1
1587,-1.063846,0.001992,-1.047481e-03,1.330845e-06,6.680649e-04,0,1
539,-1.062243,0.000061,-1.046410e-03,4.062762e-08,6.680649e-04,0,1
871,-1.062063,-0.000490,-1.046290e-03,-3.276539e-07,6.680649e-04,0,1
1402,-1.055022,-0.003678,-1.041587e-03,-2.456861e-06,6.680649e-04,0,1
922,-1.053686,-0.007005,-1.040694e-03,-4.679666e-06,6.680649e-04,0,1
134,-1.048208,-0.014238,-1.037034e-03,-9.511893e-06,6.680649e-04,0,1
429,-1.037665,-0.025968,-1.029990e-03,-1.734819e-05,6.680649e-04,1,1
1120,-1.028972,-0.028858,-1.024183e-03,-1.927891e-05,6.680649e-04,1,1
155,-1.027204,-0.034270,-1.023002e-03,-2.289460e-05,6.680649e-04,1,1
1938,-1.023932,-0.033695,-1.020816e-03,-2.251056e-05,6.680649e-04,1,1
1648,-1.022895,-0.034451,-1.020123e-03,-2.301537e-05,6.680649e-04,1,1
137,-1.018085,-0.042276,-1.016910e-03,-2.824278e-05,6.680649e-04,1,1
1397,-1.014305,-0.047201,-1.014384e-03,-3.153312e-05,6.680649e-04,1,1
1377,-1.011236,-0.045774,-1.012334e-03,-3.058025e-05,6.680649e-04,1,1
1841,-1.000000,-0.128118,-1.004828e-03,-8.559108e-05,6.680649e-04,1,1
438,-1.000000,-0.123440,-1.004828e-03,-8.246577e-05,6.680649e-04,1,1
14,-1.000000,-0.124671,-1.004828e-03,-8.328831e-05,6.680649e-04,1,1
1971,-1.000000,-0.124156,-1.004828e-03,-8.294456e-05,6.680649e-04,1,1
861,-1.000000,-0.123046,-1.004828e-03,-8.220270e-05,6.680649e-04,1,1
1123,-1.000000,-0.117731,-1.004828e-03,-7.865204e-05,6.680649e-04,1,1
991,-1.000000,-0.118233,-1.004828e-03,-7.898762e-05,6.680649e-04,1,1
1147,-1.000000,-0.114886,-1.004828e-03,-7.675118e-05,6.680649e-04,1,1
940,-1.000000,-0.114988,-1.004828e-03,-7.681943e-05,6.680649e-04,1,1
228,-1.000000,-0.113366,-1.004828e-03,-7.573562e-05,6.680649e-04,1,1
1787,-1.000000,-0.108244,-1.004828e-03,-7.231399e-05,6.680649e-04,1,1
1089,-1.000000,-0.107281,-1.004828e-03,-7.167048e-05,6.680649e-04,1,1
309,-1.000000,-0.107046,-1.004828e-03,-7.151359e-05,6.680649e-04,1,1
1839,-1.000000,-0.105387,-1.004828e-03,-7.040547e-05,6.680649e-04,1,1
1845,-1.000000,-0.117485,-1.004828e-03,-7.848770e-05,6.680649e-04,1,1
901,-1.000000,-0.103588,-1.004828e-03,-6.920352e-05,6.680649e-04,1,1
1362,-1.000000,-0.103231,-1.004828e-03,-6.896500e-05,6.680649e-04,1,1
1735,-1.000000,-0.116895,-1.004828e-03,-7.809353e-05,6.680649e-04,1,1
1326,-1.000000,-0.116373,-1.004828e-03,-7.774446e-05,6.680649e-04,1,1
232,-1.000000,-0.100883,-1.004828e-03,-6.739664e-05,6.680649e-04,1,1
1419,-1.000000,-0.098799,-1.004828e-03,-6.600437e-05,6.680649e-04,1,1
129,-1.000000,-0.098321,-1.004828e-03,-6.568477e-05,6.680649e-04,1,1
1769,-1.000000,-0.098374,-1.004828e-03,-6.572019e-05,6.680649e-04,1,1
1246,-1.000000,-0.099343,-1.004828e-03,-6.636753e-05,6.680649e-04,1,1
1114,-1.000000,-0.099221,-1.004828e-03,-6.628594e-05,6.680649e-04,1,1
834,-1.000000,-0.098782,-1.004828e-03,-6.599304e-05,6.680649e-04,1,1
96,-1.000000,-0.099230,-1.004828e-03,-6.629221e-05,6.680649e-04,1,1
1178,-1.000000,-0.100063,-1.004828e-03,-6.684890e-05,6.680649e-04,1,1
357,-1.000000,-0.100029,-1.004828e-03,-6.682591e-05,6.680649e-04,1,1
1261,-1.000000,-0.097696,-1.004828e-03,-6.526696e-05,6.680649e-04,1,1
1824,-1.000000,-0.097694,-1.004828e-03,-6.526568e-05,6.680649e-04,1,1
391,-1.000000,-0.099345,-1.004828e-03,-6.636906e-05,6.680649e-04,1,1
1461,-1.000000,-0.112197,-1.004828e-03,-7.495501e-05,6.680649e-04,1,1
289,-1.000000,-0.112216,-1.004828e-03,-7.496785e-05,6.680649e-04,1,1
461,-1.000000,-0.099483,-1.004828e-03,-6.646143e-05,6.680649e-04,1,1
1411,-1.000000,-0.098410,-1.004828e-03,-6.574429e-05,6.680649e-04,1,1
1115,-1.000000,-0.098193,-1.004828e-03,-6.559917e-05,6.680649e-04,1,1
58,-1.000000,-0.099418,-1.004828e-03,-6.641797e-05,6.680649e-04,1,1
1445,-1.000000,-0.109755,-1.004828e-03,-7.332378e-05,6.680649e-04,1,1
1551,-1.000000,-0.095300,-1.004828e-03,-6.366630e-05,6.680649e-04,1,1
939,-1.000000,-0.107779,-1.004828e-03,-7.200335e-05,6.680649e-04,1,1
1430,-1.000000,-0.096721,-1.004828e-03,-6.461615e-05,6.680649e-04,1,1
1907,-1.000000,-0.107404,-1.004828e-03,-7.175295e-05,6.680649e-04,1,1
1537,-1.000000,-0.096249,-1.004828e-03,-6.430025e-05,6.680649e-04,1,1
171,-1.000000,-0.094285,-1.004828e-03,-6.298832e-05,6.680649e-04,1,1
310,-1.000000,-0.105859,-1.004828e-03,-7.072057e-05,6.680649e-04,1,1
840,-1.000000,-0.105210,-1.004828e-03,-7.028692e-05,6.680649e-04,1,1
1559,-1.000000,-0.105114,-1.004828e-03,-7.022305e-05,6.680649e-04,1,1
613,-1.000000,-0.094802,-1.004828e-03,-6.333382e-05,6.680649e-04,1,1
1462,-1.000000,-0.104494,-1.004828e-03,-6.980847e-05,6.680649e-04,1,1
1793,-1.000000,-0.093820,-1.004828e-03,-6.267755e-05,6.680649e-04,1,1
105,-1.000000,-0.093274,-1.004828e-03,-6.231288e-05,6.680649e-04,1,1
1414,-1.000000,-0.102934,-1.004828e-03,-6.876651e-05,6.680649e-04,1,1
1719,-1.000000,-0.090690,-1.004828e-03,-6.058704e-05,6.680649e-04,1,1
1106,-1.000000,-0.088789,-1.004828e-03,-5.931696e-05,6.680649e-04,1,1
1293,-1.000000,-0.089628,-1.004828e-03,-5.987735e-05,6.680649e-04,1,1
351,-1.000000,-0.087233,-1.004828e-03,-5.827751e-05,6.680649e-04,1,1
1509,-1.000000,-0.088060,-1.004828e-03,-5.882982e-05,6.680649e-04,1,1
864,-1.000000,-0.085990,-1.004828e-03,-5.744685e-05,6.680649e-04,1,1
1668,-1.000000,-0.095223,-1.004828e-03,-6.361508e-05,6.680649e-04,1,1
875,-1.000000,-0.084561,-1.004828e-03,-5.649240e-05,6.680649e-04,1,1
53,-1.000000,-0.086862,-1.004828e-03,-5.802977e-05,6.680649e-04,1,1
184,-1.000000,-0.094226,-1.004828e-03,-6.294879e-05,6.680649e-04,1,1
1260,-1.000000,-0.093633,-1.004828e-03,-6.255264e-05,6.680649e-04,1,1
1661,-1.000000,-0.094242,-1.004828e-03,-6.296004e-05,6.680649e-04,1,1
