target,m,steps,lr_eff,k_true,n_clusters,n_active,loss,max_da_grad,max_db_grad,active_leq_k
x_cubed,500,158113,0.00031622776601683794,1,10,448,0.0001289271650630366,0.00027832693581146696,0.0008990042576592388,0
