neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
6,-1.086091,1.565057,-9.329203e-04,1.543030e-03,9.859261e-04,1,1
32,-1.000184,1.293139,-8.482221e-04,1.274939e-03,9.859261e-04,1,1
34,-1.000181,1.272655,-8.482192e-04,1.254744e-03,9.859261e-04,1,1
2,-0.805347,-0.887487,-1.196510e-03,-8.699766e-04,9.802692e-04,1,1
17,-0.803955,-0.852346,-1.195146e-03,-8.351723e-04,9.798511e-04,1,1
11,-0.798112,-0.905522,-1.189438e-03,-8.762286e-04,9.676502e-04,1,1
5,-0.777810,-0.889172,-1.170096e-03,-8.285457e-04,9.318171e-04,1,1
43,-0.755240,-0.909539,-1.149269e-03,-8.349693e-04,9.180142e-04,1,1
0,-0.729684,-0.954757,-1.125777e-03,-8.859804e-04,9.279642e-04,1,1
45,-0.703269,-0.955985,-1.101252e-03,-8.829719e-04,9.236255e-04,1,1
33,-0.681570,-0.960314,-1.081416e-03,-8.660365e-04,9.018261e-04,1,1
24,-0.648368,-0.961996,-1.051256e-03,-8.724180e-04,9.068832e-04,1,1
42,-0.620907,-0.653356,-1.026685e-03,-5.739433e-04,8.784547e-04,1,1
13,-0.614340,-0.975611,-1.020986e-03,-8.425807e-04,8.636444e-04,1,1
44,-0.385773,1.105248,-6.411833e-04,8.968671e-04,8.114621e-04,1,1
39,-0.371813,0.920070,-6.296582e-04,7.785462e-04,8.461811e-04,1,1
40,-0.333260,1.173197,-5.975518e-04,9.704908e-04,8.272189e-04,1,1
36,-0.301923,1.151126,-5.718224e-04,9.462258e-04,8.220000e-04,1,1
18,-0.271322,1.126986,-5.469068e-04,9.126523e-04,8.098169e-04,1,1
19,-0.245819,1.141655,-5.262677e-04,9.206796e-04,8.064426e-04,1,1
16,-0.198754,1.152183,-4.903561e-04,9.087613e-04,7.887297e-04,1,1
31,-0.198564,1.160596,-4.902057e-04,9.153967e-04,7.887297e-04,1,1
12,-0.144583,1.186138,-4.448612e-04,9.125742e-04,7.693657e-04,1,1
29,-0.113172,0.590927,-4.207740e-04,4.478391e-04,7.578582e-04,1,1
23,-0.099847,0.968166,-4.104942e-04,7.547278e-04,7.795441e-04,1,1
35,0.098872,-0.861135,-3.569712e-04,-5.873926e-04,6.821147e-04,1,1
37,0.110426,-0.651024,-3.491890e-04,-4.309558e-04,6.619659e-04,1,1
15,0.144762,-0.840450,-3.265959e-04,-5.442683e-04,6.475917e-04,1,1
21,0.162884,-0.839255,-3.152373e-04,-5.129465e-04,6.111928e-04,1,1
48,0.191782,-0.833432,-2.979581e-04,-5.039441e-04,6.046610e-04,1,1
30,0.210946,-0.676701,-2.864793e-04,-4.040297e-04,5.970582e-04,1,1
27,0.228557,-0.769766,-2.760335e-04,-4.503050e-04,5.849891e-04,1,1
25,0.252369,-0.782282,-2.620799e-04,-4.567636e-04,5.838858e-04,1,1
8,0.265699,-0.799307,-2.545710e-04,-4.385129e-04,5.486162e-04,1,1
9,0.291974,-0.745652,-2.403061e-04,-4.040777e-04,5.419123e-04,1,1
20,0.304021,-0.729143,-2.339371e-04,-3.757217e-04,5.152920e-04,1,1
4,0.329700,-0.590907,-2.204271e-04,-3.198264e-04,5.412469e-04,1,1
10,0.354681,-0.607151,-2.070001e-04,-3.061592e-04,5.042552e-04,1,1
28,0.356787,-0.614378,-2.059380e-04,-3.098031e-04,5.042552e-04,1,1
26,0.385757,-0.686411,-1.926084e-04,-2.987220e-04,4.351938e-04,1,1
41,0.390388,-0.676783,-1.906090e-04,-2.888661e-04,4.268223e-04,1,1
47,0.610562,1.237445,5.389567e-05,3.698702e-04,2.988983e-04,1,1
1,0.637964,1.151917,6.209012e-05,3.549211e-04,3.081134e-04,1,1
46,0.677793,1.244336,7.395479e-05,3.410296e-04,2.740654e-04,1,1
7,0.709145,1.258579,8.265310e-05,3.400782e-04,2.702081e-04,1,1
38,0.744187,1.282797,9.161732e-05,2.917274e-04,2.274151e-04,1,1
14,0.774871,1.306579,9.859086e-05,2.961673e-04,2.266738e-04,1,1
3,0.806540,0.767317,1.048778e-04,1.220472e-04,1.590571e-04,1,1
49,0.831494,1.308045,1.086915e-04,2.201898e-04,1.683350e-04,1,1
22,0.857302,1.324566,1.131456e-04,2.032173e-04,1.534218e-04,1,1
