neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
134,-1.037485,-2.044758,4.120252e-03,6.345740e-03,-3.103419e-03,1,0
85,-1.001886,-1.997067,4.009774e-03,6.197736e-03,-3.103419e-03,1,0
49,-1.001848,-1.956185,4.009655e-03,6.070863e-03,-3.103419e-03,1,0
10,-1.001771,-1.876541,4.009419e-03,5.823691e-03,-3.103419e-03,1,0
241,-1.000225,-1.812331,4.004621e-03,5.624424e-03,-3.103419e-03,1,0
148,-1.000224,-1.783007,4.004615e-03,5.533417e-03,-3.103419e-03,1,0
50,-0.930417,0.989654,3.848666e-03,-3.050984e-03,-3.082880e-03,1,0
13,-0.930338,1.057072,3.848423e-03,-3.258824e-03,-3.082880e-03,1,0
87,-0.930330,1.063992,3.848398e-03,-3.280160e-03,-3.082880e-03,1,0
193,-0.930321,1.071657,3.848371e-03,-3.303791e-03,-3.082880e-03,1,0
117,-0.930304,1.086210,3.848319e-03,-3.348655e-03,-3.082880e-03,1,0
127,-0.930295,1.093643,3.848292e-03,-3.371569e-03,-3.082880e-03,1,0
112,-0.930289,1.099350,3.848272e-03,-3.389163e-03,-3.082880e-03,1,0
118,-0.930262,1.122154,3.848190e-03,-3.459465e-03,-3.082880e-03,1,0
55,-0.878983,0.906275,3.658615e-03,-2.780116e-03,-3.067631e-03,1,0
34,-0.878980,0.914565,3.658605e-03,-2.805549e-03,-3.067631e-03,1,0
52,-0.878980,0.915855,3.658604e-03,-2.809505e-03,-3.067631e-03,1,0
235,-0.878978,0.917336,3.658600e-03,-2.814049e-03,-3.067631e-03,1,0
114,-0.878978,0.919941,3.658599e-03,-2.822040e-03,-3.067631e-03,1,0
154,-0.878976,0.924976,3.658593e-03,-2.837486e-03,-3.067631e-03,1,0
175,-0.878976,0.925506,3.658592e-03,-2.839111e-03,-3.067631e-03,1,0
32,-0.878975,0.925820,3.658590e-03,-2.840073e-03,-3.067631e-03,1,0
136,-0.878974,0.928449,3.658585e-03,-2.848139e-03,-3.067631e-03,1,0
102,-0.878972,0.932638,3.658580e-03,-2.860990e-03,-3.067631e-03,1,0
150,-0.878972,0.934734,3.658580e-03,-2.867420e-03,-3.067631e-03,1,0
25,-0.878971,0.934643,3.658577e-03,-2.867139e-03,-3.067631e-03,1,0
192,-0.878970,0.935701,3.658576e-03,-2.870385e-03,-3.067631e-03,1,0
12,-0.878970,0.936517,3.658574e-03,-2.872887e-03,-3.067631e-03,1,0
47,-0.878969,0.940433,3.658571e-03,-2.884900e-03,-3.067631e-03,1,0
206,-0.878968,0.941858,3.658568e-03,-2.889273e-03,-3.067631e-03,1,0
164,-0.878966,0.943874,3.658562e-03,-2.895456e-03,-3.067631e-03,1,0
17,-0.706071,-0.953164,3.139773e-03,2.861445e-03,-3.002050e-03,1,0
100,-0.704908,-0.999352,3.136281e-03,3.000106e-03,-3.002050e-03,1,0
48,-0.704620,-1.010752,3.135419e-03,3.034327e-03,-3.002050e-03,1,0
46,-0.704442,-1.017829,3.134883e-03,3.055575e-03,-3.002050e-03,1,0
111,-0.703966,-1.036712,3.133455e-03,3.112262e-03,-3.002050e-03,1,0
78,-0.703659,-1.048929,3.132532e-03,3.148939e-03,-3.002050e-03,1,0
65,-0.702759,-1.084640,3.129832e-03,3.256143e-03,-3.002050e-03,1,0
171,-0.702560,-1.092569,3.129232e-03,3.279947e-03,-3.002050e-03,1,0
20,-0.702456,-1.096698,3.128920e-03,3.292342e-03,-3.002050e-03,1,0
138,-0.702403,-1.098788,3.128762e-03,3.298616e-03,-3.002050e-03,1,0
107,-0.702151,-1.108770,3.128007e-03,3.328584e-03,-3.002050e-03,1,0
58,-0.702148,-1.108897,3.127997e-03,3.328963e-03,-3.002050e-03,1,0
224,-0.702099,-1.110857,3.127849e-03,3.334848e-03,-3.002050e-03,1,0
234,-0.702071,-1.111969,3.127765e-03,3.338187e-03,-3.002050e-03,1,0
31,-0.702069,-1.112056,3.127758e-03,3.338447e-03,-3.002050e-03,1,0
132,-0.701997,-1.114912,3.127542e-03,3.347022e-03,-3.002050e-03,1,0
11,-0.701948,-1.116864,3.127396e-03,3.352882e-03,-3.002050e-03,1,0
137,-0.701855,-1.120553,3.127117e-03,3.363957e-03,-3.002050e-03,1,0
183,-0.701644,-1.128906,3.126484e-03,3.389033e-03,-3.002050e-03,1,0
217,-0.701497,-1.134761,3.126043e-03,3.406611e-03,-3.002050e-03,1,0
108,-0.701408,-1.138265,3.125776e-03,3.417129e-03,-3.002050e-03,1,0
197,-0.701383,-1.139306,3.125699e-03,3.420252e-03,-3.002050e-03,1,0
240,-0.701201,-1.146512,3.125153e-03,3.441887e-03,-3.002050e-03,1,0
94,-0.500922,1.804471,2.531661e-03,-5.176062e-03,-2.868465e-03,1,0
146,-0.500663,1.849030,2.530919e-03,-5.303878e-03,-2.868465e-03,1,0
144,-0.500630,1.854707,2.530824e-03,-5.320163e-03,-2.868465e-03,1,0
57,-0.500627,1.855378,2.530813e-03,-5.322086e-03,-2.868465e-03,1,0
239,-0.500621,1.856333,2.530797e-03,-5.324825e-03,-2.868465e-03,1,0
170,-0.500617,1.857003,2.530786e-03,-5.326748e-03,-2.868465e-03,1,0
1,-0.500582,1.863054,2.530685e-03,-5.344106e-03,-2.868465e-03,1,0
205,-0.500573,1.864596,2.530660e-03,-5.348528e-03,-2.868465e-03,1,0
165,-0.500545,1.869374,2.530580e-03,-5.362234e-03,-2.868465e-03,1,0
64,-0.500522,1.873296,2.530515e-03,-5.373484e-03,-2.868465e-03,1,0
215,-0.500368,1.899962,2.530070e-03,-5.449975e-03,-2.868465e-03,1,0
7,-0.500367,1.900140,2.530067e-03,-5.450484e-03,-2.868465e-03,1,0
220,-0.500333,1.905837,2.529972e-03,-5.466828e-03,-2.868465e-03,1,0
180,-0.348019,-1.726411,2.020266e-03,4.683518e-03,-2.712863e-03,1,0
82,-0.295822,-0.936890,1.973828e-03,2.483507e-03,-2.650797e-03,1,0
53,-0.295427,-0.958023,1.972782e-03,2.539526e-03,-2.650797e-03,1,0
244,-0.295399,-0.959593,1.972707e-03,2.543688e-03,-2.650797e-03,1,0
84,-0.295315,-0.964071,1.972486e-03,2.555557e-03,-2.650797e-03,1,0
43,-0.295299,-0.964962,1.972442e-03,2.557920e-03,-2.650797e-03,1,0
38,-0.294998,-0.981027,1.971645e-03,2.600504e-03,-2.650797e-03,1,0
120,-0.294973,-0.982383,1.971578e-03,2.604099e-03,-2.650797e-03,1,0
88,-0.294928,-0.984846,1.971460e-03,2.610627e-03,-2.650797e-03,1,0
194,-0.294886,-0.987119,1.971348e-03,2.616651e-03,-2.650797e-03,1,0
143,-0.294821,-0.990617,1.971175e-03,2.625924e-03,-2.650797e-03,1,0
70,-0.294766,-0.993546,1.971031e-03,2.633690e-03,-2.650797e-03,1,0
106,-0.294733,-0.995307,1.970944e-03,2.638357e-03,-2.650797e-03,1,0
199,-0.294678,-0.998267,1.970797e-03,2.646203e-03,-2.650797e-03,1,0
126,-0.294551,-1.005094,1.970460e-03,2.664300e-03,-2.650797e-03,1,0
242,-0.294472,-1.009323,1.970251e-03,2.675512e-03,-2.650797e-03,1,0
26,-0.294458,-1.010015,1.970214e-03,2.677344e-03,-2.650797e-03,1,0
173,-0.294445,-1.010787,1.970179e-03,2.679391e-03,-2.650797e-03,1,0
72,-0.294430,-1.011532,1.970138e-03,2.681367e-03,-2.650797e-03,1,0
121,-0.294416,-1.012269,1.970102e-03,2.683320e-03,-2.650797e-03,1,0
95,-0.294333,-1.016710,1.969883e-03,2.695092e-03,-2.650797e-03,1,0
8,-0.294306,-1.018283,1.969810e-03,2.699262e-03,-2.650797e-03,1,0
247,-0.294260,-1.020730,1.969688e-03,2.705748e-03,-2.650797e-03,1,0
223,-0.294098,-1.029422,1.969259e-03,2.728790e-03,-2.650797e-03,1,0
22,-0.105046,0.893722,1.483721e-03,-2.145317e-03,-2.400431e-03,1,0
233,-0.104500,0.923491,1.482408e-03,-2.216776e-03,-2.400431e-03,1,0
130,-0.103851,1.025778,1.480851e-03,-2.462310e-03,-2.400431e-03,1,0
21,-0.103395,1.058781,1.479756e-03,-2.541529e-03,-2.400431e-03,1,0
245,-0.103372,1.060439,1.479701e-03,-2.545511e-03,-2.400431e-03,1,0
204,-0.103352,0.994533,1.479653e-03,-2.387309e-03,-2.400431e-03,1,0
6,-0.103336,1.063058,1.479614e-03,-2.551798e-03,-2.400431e-03,1,0
93,-0.103318,1.064359,1.479571e-03,-2.554920e-03,-2.400431e-03,1,0
104,-0.103315,1.064569,1.479564e-03,-2.555423e-03,-2.400431e-03,1,0
75,-0.103294,1.066063,1.479514e-03,-2.559010e-03,-2.400431e-03,1,0
69,-0.103205,1.003630,1.479300e-03,-2.409145e-03,-2.400431e-03,1,0
189,-0.103148,1.007130,1.479164e-03,-2.417546e-03,-2.400431e-03,1,0
101,-0.098740,0.927924,1.468582e-03,-2.227416e-03,-2.400431e-03,1,0
18,-0.098713,0.934015,1.468518e-03,-2.242038e-03,-2.400431e-03,1,0
133,-0.098452,0.994018,1.467891e-03,-2.386072e-03,-2.400431e-03,1,0
19,-0.098307,1.027702,1.467544e-03,-2.466927e-03,-2.400431e-03,1,0
16,-0.098285,1.032497,1.467490e-03,-2.478439e-03,-2.400431e-03,1,0
160,-0.098179,1.056970,1.467236e-03,-2.537184e-03,-2.400431e-03,1,0
216,-0.098167,1.059823,1.467207e-03,-2.544032e-03,-2.400431e-03,1,0
172,-0.098163,1.060697,1.467198e-03,-2.546129e-03,-2.400431e-03,1,0
168,-0.098147,1.064049,1.467159e-03,-2.554175e-03,-2.400431e-03,1,0
203,-0.098126,1.068841,1.467108e-03,-2.565680e-03,-2.400431e-03,1,0
40,-0.098107,1.073201,1.467063e-03,-2.576144e-03,-2.400431e-03,1,0
135,-0.098103,1.074652,1.467053e-03,-2.579629e-03,-2.400431e-03,1,0
248,0.098057,-0.958418,1.028718e-03,2.001089e-03,-2.087908e-03,1,0
28,0.098206,-0.971403,1.028407e-03,2.028201e-03,-2.087908e-03,1,0
80,0.098224,-0.972902,1.028369e-03,2.031331e-03,-2.087908e-03,1,0
179,0.098930,-1.034474,1.026894e-03,2.159885e-03,-2.087908e-03,1,0
226,0.098997,-1.040185,1.026755e-03,2.171811e-03,-2.087908e-03,1,0
157,0.098998,-1.040374,1.026753e-03,2.172204e-03,-2.087908e-03,1,0
228,0.099139,-1.052645,1.026458e-03,2.197825e-03,-2.087908e-03,1,0
152,0.099285,-1.065322,1.026154e-03,2.224294e-03,-2.087908e-03,1,0
41,0.099346,-1.070647,1.026026e-03,2.235412e-03,-2.087908e-03,1,0
103,0.101671,-1.081088,1.021171e-03,2.257211e-03,-2.087908e-03,1,0
230,0.102290,-1.080576,1.019880e-03,2.256143e-03,-2.087908e-03,1,0
155,0.102292,-1.080266,1.019875e-03,2.255495e-03,-2.087908e-03,1,0
37,0.102310,-1.079073,1.019837e-03,2.253005e-03,-2.087908e-03,1,0
129,0.102342,-1.076679,1.019770e-03,2.248006e-03,-2.087908e-03,1,0
4,0.102364,-1.075269,1.019725e-03,2.245063e-03,-2.087908e-03,1,0
231,0.102468,-1.067846,1.019508e-03,2.229564e-03,-2.087908e-03,1,0
211,0.102563,-1.060937,1.019310e-03,2.215139e-03,-2.087908e-03,1,0
35,0.102781,-1.050249,1.018854e-03,2.192822e-03,-2.087908e-03,1,0
91,0.102892,-1.043701,1.018622e-03,2.179151e-03,-2.087908e-03,1,0
174,0.105204,-1.029472,1.013796e-03,2.149442e-03,-2.087908e-03,1,0
141,0.105210,-1.007028,1.013782e-03,2.102581e-03,-2.087908e-03,1,0
162,0.105210,-1.006437,1.013782e-03,2.101348e-03,-2.087908e-03,1,0
198,0.105217,-0.980978,1.013768e-03,2.048191e-03,-2.087908e-03,1,0
243,0.105217,-0.981136,1.013768e-03,2.048522e-03,-2.087908e-03,1,0
39,0.269644,1.020307,6.952524e-04,-1.809974e-03,-1.773951e-03,1,0
225,0.269644,1.020127,6.952524e-04,-1.809655e-03,-1.773951e-03,1,0
0,0.269800,1.022428,6.949753e-04,-1.813737e-03,-1.773951e-03,1,0
161,0.269839,1.013867,6.949058e-04,-1.798551e-03,-1.773951e-03,1,0
24,0.269867,1.006759,6.948573e-04,-1.785941e-03,-1.773951e-03,1,0
60,0.269903,0.999590,6.947925e-04,-1.773224e-03,-1.773951e-03,1,0
158,0.269936,0.990674,6.947350e-04,-1.757407e-03,-1.773951e-03,1,0
221,0.269989,0.979664,6.946411e-04,-1.737875e-03,-1.773951e-03,1,0
113,0.270034,0.967793,6.945599e-04,-1.716817e-03,-1.773951e-03,1,0
59,0.289841,0.944558,6.601485e-04,-1.638711e-03,-1.734896e-03,1,0
182,0.289881,0.950959,6.600796e-04,-1.649816e-03,-1.734896e-03,1,0
219,0.304611,0.915967,6.346848e-04,-1.571083e-03,-1.715219e-03,1,0
110,0.304927,0.934135,6.341427e-04,-1.602246e-03,-1.715219e-03,1,0
23,0.304954,0.935680,6.340966e-04,-1.604896e-03,-1.715219e-03,1,0
159,0.304998,0.938264,6.340195e-04,-1.609328e-03,-1.715219e-03,1,0
188,0.305034,0.940278,6.339593e-04,-1.612783e-03,-1.715219e-03,1,0
5,0.305229,0.951535,6.336236e-04,-1.632090e-03,-1.715219e-03,1,0
51,0.305673,0.977058,6.328618e-04,-1.675869e-03,-1.715219e-03,1,0
169,0.316643,0.981577,6.155219e-04,-1.586460e-03,-1.616236e-03,1,0
222,0.341260,1.013647,5.746682e-04,-1.657010e-03,-1.634702e-03,1,0
237,0.341260,1.010739,5.746674e-04,-1.652257e-03,-1.634702e-03,1,0
92,0.341296,1.019461,5.746087e-04,-1.666514e-03,-1.634702e-03,1,0
33,0.341333,1.025627,5.745487e-04,-1.676594e-03,-1.634702e-03,1,0
139,0.341337,1.026225,5.745426e-04,-1.677571e-03,-1.634702e-03,1,0
96,0.341346,1.027716,5.745274e-04,-1.680010e-03,-1.634702e-03,1,0
27,0.341346,1.024884,5.745270e-04,-1.675379e-03,-1.634702e-03,1,0
30,0.341380,1.030237,5.744719e-04,-1.684129e-03,-1.634702e-03,1,0
66,0.437437,-1.867139,3.645516e-04,2.661382e-03,-1.425379e-03,1,0
77,0.437437,-1.867698,3.645514e-04,2.662178e-03,-1.425379e-03,1,0
109,0.500647,-1.179912,3.439829e-04,1.527011e-03,-1.294174e-03,1,0
187,0.500715,-1.172484,3.438950e-04,1.517399e-03,-1.294174e-03,1,0
125,0.500800,-1.163204,3.437854e-04,1.505388e-03,-1.294174e-03,1,0
212,0.500925,-1.149487,3.436235e-04,1.487636e-03,-1.294174e-03,1,0
128,0.501047,-1.136132,3.434657e-04,1.470353e-03,-1.294174e-03,1,0
238,0.501388,-1.098783,3.430249e-04,1.422017e-03,-1.294174e-03,1,0
71,0.501464,-1.090742,3.429259e-04,1.411610e-03,-1.294174e-03,1,0
15,0.501465,-1.090296,3.429245e-04,1.411033e-03,-1.294174e-03,1,0
116,0.501476,-1.089119,3.429102e-04,1.409510e-03,-1.294174e-03,1,0
249,0.501679,-1.067181,3.426477e-04,1.381117e-03,-1.294174e-03,1,0
99,0.502320,-0.996656,3.418181e-04,1.289846e-03,-1.294174e-03,1,0
178,0.502924,-0.930429,3.410363e-04,1.204137e-03,-1.294174e-03,1,0
236,0.507298,-1.206835,3.353761e-04,1.561855e-03,-1.294174e-03,1,0
62,0.507300,-1.196193,3.353732e-04,1.548082e-03,-1.294174e-03,1,0
9,0.507304,-1.177555,3.353684e-04,1.523961e-03,-1.294174e-03,1,0
3,0.507305,-1.169695,3.353665e-04,1.513788e-03,-1.294174e-03,1,0
76,0.507306,-1.186907,3.353658e-04,1.536064e-03,-1.294174e-03,1,0
140,0.507306,-1.186352,3.353657e-04,1.535346e-03,-1.294174e-03,1,0
97,0.507306,-1.184462,3.353652e-04,1.532900e-03,-1.294174e-03,1,0
227,0.507308,-1.175238,3.353627e-04,1.520962e-03,-1.294174e-03,1,0
