target,m,steps,lr_eff,k_true,n_clusters,n_active,loss,max_da_grad,max_db_grad,active_leq_k
x_cubed,1000,200000,0.00022360679774997895,1,7,857,0.0001542553669580081,0.00029659004097478835,0.0009979697952274267,0
