neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
78,-1.044928,3.284319,-4.004641e-03,1.046037e-02,3.184943e-03,1,0
75,-1.020340,3.260068,-3.926328e-03,1.038313e-02,3.184943e-03,1,0
41,-0.899414,-1.622993,-3.881277e-03,-5.460932e-03,3.364729e-03,1,0
76,-0.857816,-1.711834,-3.719397e-03,-5.391219e-03,3.149382e-03,1,0
34,-0.857791,-1.729574,-3.719319e-03,-5.447090e-03,3.149382e-03,1,0
71,-0.857789,-1.730936,-3.719313e-03,-5.451380e-03,3.149382e-03,1,0
60,-0.857770,-1.742806,-3.719252e-03,-5.488764e-03,3.149382e-03,1,0
15,-0.857770,-1.742936,-3.719251e-03,-5.489171e-03,3.149382e-03,1,0
92,-0.857768,-1.744882,-3.719244e-03,-5.495299e-03,3.149382e-03,1,0
18,-0.857752,-1.764636,-3.719195e-03,-5.557515e-03,3.149382e-03,1,0
38,-0.857750,-1.759117,-3.719189e-03,-5.540132e-03,3.149382e-03,1,0
51,-0.809046,-1.687523,-3.582305e-03,-5.184736e-03,3.072393e-03,1,0
45,-0.698588,1.317547,-3.101895e-03,4.163861e-03,3.160314e-03,1,0
72,-0.636690,1.204718,-2.995205e-03,3.651808e-03,3.031256e-03,1,0
37,-0.636640,1.199600,-2.995052e-03,3.636294e-03,3.031256e-03,1,0
1,-0.636574,1.189434,-2.994852e-03,3.605479e-03,3.031256e-03,1,0
83,-0.636538,1.179176,-2.994744e-03,3.574384e-03,3.031256e-03,1,0
43,-0.636528,1.177386,-2.994712e-03,3.568959e-03,3.031256e-03,1,0
22,-0.636520,1.175990,-2.994688e-03,3.564728e-03,3.031256e-03,1,0
79,-0.636513,1.178833,-2.994666e-03,3.573343e-03,3.031256e-03,1,0
59,-0.635766,1.153132,-2.992404e-03,3.495438e-03,3.031256e-03,1,0
85,-0.635679,1.135931,-2.992139e-03,3.443298e-03,3.031256e-03,1,0
21,-0.635658,1.131919,-2.992077e-03,3.431138e-03,3.031256e-03,1,0
28,-0.635653,1.131180,-2.992061e-03,3.428896e-03,3.031256e-03,1,0
25,-0.635643,1.128334,-2.992031e-03,3.420270e-03,3.031256e-03,1,0
49,-0.635468,1.095262,-2.991501e-03,3.320019e-03,3.031256e-03,1,0
11,-0.572617,1.062628,-2.761069e-03,3.173313e-03,2.986288e-03,1,0
54,-0.571720,1.172622,-2.758391e-03,3.501786e-03,2.986288e-03,1,0
2,-0.571335,1.219888,-2.757241e-03,3.642935e-03,2.986288e-03,1,0
95,-0.571331,1.220451,-2.757228e-03,3.644617e-03,2.986288e-03,1,0
30,-0.386672,-0.999718,-2.244281e-03,-2.826242e-03,2.827040e-03,1,0
8,-0.386554,-1.458111,-2.243945e-03,-4.122139e-03,2.827040e-03,1,0
65,-0.386538,-1.515359,-2.243900e-03,-4.283980e-03,2.827040e-03,1,0
94,-0.386532,-1.534992,-2.243886e-03,-4.339483e-03,2.827040e-03,1,0
50,-0.386524,-1.573211,-2.243861e-03,-4.447530e-03,2.827040e-03,1,0
19,-0.386518,-1.597021,-2.243843e-03,-4.514841e-03,2.827040e-03,1,0
3,-0.381066,-1.561916,-2.228433e-03,-4.415597e-03,2.827040e-03,1,0
64,-0.381017,-1.570239,-2.228292e-03,-4.439128e-03,2.827040e-03,1,0
86,-0.380888,-1.590982,-2.227929e-03,-4.497770e-03,2.827040e-03,1,0
36,-0.380820,-1.602195,-2.227737e-03,-4.529470e-03,2.827040e-03,1,0
5,-0.380800,-1.605495,-2.227680e-03,-4.538799e-03,2.827040e-03,1,0
14,-0.380770,-1.610264,-2.227596e-03,-4.552280e-03,2.827040e-03,1,0
13,-0.316575,-1.967326,-2.137860e-03,-6.156965e-03,3.129611e-03,1,0
93,-0.124831,2.565359,-1.546755e-03,6.458550e-03,2.517601e-03,1,0
17,-0.124697,2.729434,-1.546416e-03,6.871625e-03,2.517601e-03,1,0
23,-0.124657,2.777875,-1.546317e-03,6.993580e-03,2.517601e-03,1,0
12,-0.124652,2.784582,-1.546303e-03,7.010467e-03,2.517601e-03,1,0
47,-0.124588,2.862588,-1.546143e-03,7.206854e-03,2.517601e-03,1,0
97,-0.124584,2.866497,-1.546134e-03,7.216697e-03,2.517601e-03,1,0
0,-0.124550,2.908777,-1.546047e-03,7.323140e-03,2.517601e-03,1,0
74,0.127051,-1.720156,-9.675466e-04,-3.578402e-03,2.080278e-03,1,0
57,0.127059,-1.718947,-9.675303e-04,-3.575887e-03,2.080278e-03,1,0
80,0.127088,-1.713658,-9.674685e-04,-3.564884e-03,2.080278e-03,1,0
91,0.127112,-1.709226,-9.674198e-04,-3.555664e-03,2.080278e-03,1,0
33,0.127112,-1.709142,-9.674188e-04,-3.555489e-03,2.080278e-03,1,0
39,0.127137,-1.704938,-9.673673e-04,-3.546745e-03,2.080278e-03,1,0
16,0.127216,-1.690580,-9.672029e-04,-3.516876e-03,2.080278e-03,1,0
58,0.127296,-1.676452,-9.670360e-04,-3.487486e-03,2.080278e-03,1,0
42,0.127777,-1.590536,-9.660363e-04,-3.308757e-03,2.080278e-03,1,0
6,0.127963,-1.557148,-9.656498e-04,-3.239301e-03,2.080278e-03,1,0
63,0.128026,-1.545961,-9.655190e-04,-3.216027e-03,2.080278e-03,1,0
99,0.128821,-1.403739,-9.638636e-04,-2.920168e-03,2.080278e-03,1,0
32,0.306533,1.706074,-5.109645e-04,4.063511e-03,2.381790e-03,1,0
44,0.379224,1.239383,-5.121707e-04,1.931033e-03,1.558060e-03,1,0
31,0.380199,1.274686,-5.106509e-04,1.986036e-03,1.558060e-03,1,0
70,0.380429,1.286280,-5.102928e-04,2.004101e-03,1.558060e-03,1,0
88,0.380693,1.300223,-5.098814e-04,2.025825e-03,1.558060e-03,1,0
90,0.381355,1.334348,-5.088503e-04,2.078994e-03,1.558060e-03,1,0
26,0.381433,1.338321,-5.087296e-04,2.085184e-03,1.558060e-03,1,0
77,0.381433,1.338968,-5.087283e-04,2.086192e-03,1.558060e-03,1,0
7,0.381466,1.340078,-5.086777e-04,2.087922e-03,1.558060e-03,1,0
46,0.381510,1.342629,-5.086088e-04,2.091897e-03,1.558060e-03,1,0
82,0.381529,1.343360,-5.085791e-04,2.093036e-03,1.558060e-03,1,0
55,0.381642,1.349448,-5.084041e-04,2.102520e-03,1.558060e-03,1,0
81,0.381667,1.350751,-5.083649e-04,2.104550e-03,1.558060e-03,1,0
40,0.381848,1.359877,-5.080824e-04,2.118770e-03,1.558060e-03,1,0
84,0.382691,1.265332,-5.067687e-04,1.971463e-03,1.558060e-03,1,0
56,0.616436,-1.314992,-2.001083e-04,-1.338558e-03,1.017921e-03,1,0
35,0.616439,-1.314250,-2.001057e-04,-1.337804e-03,1.017921e-03,1,0
69,0.616497,-1.292784,-2.000464e-04,-1.315953e-03,1.017921e-03,1,0
89,0.616518,-1.284826,-2.000250e-04,-1.307852e-03,1.017921e-03,1,0
27,0.616623,-1.246372,-1.999180e-04,-1.268709e-03,1.017921e-03,1,0
53,0.616661,-1.232004,-1.998791e-04,-1.254083e-03,1.017921e-03,1,0
68,0.616737,-1.204520,-1.998024e-04,-1.226107e-03,1.017921e-03,1,0
87,0.616762,-1.195023,-1.997762e-04,-1.216440e-03,1.017921e-03,1,0
98,0.616769,-1.192186,-1.997691e-04,-1.213552e-03,1.017921e-03,1,0
62,0.616800,-1.180647,-1.997373e-04,-1.201806e-03,1.017921e-03,1,0
61,0.616825,-1.172074,-1.997128e-04,-1.193079e-03,1.017921e-03,1,0
67,0.616923,-1.135721,-1.996126e-04,-1.156075e-03,1.017921e-03,1,0
73,0.617011,-1.103152,-1.995227e-04,-1.122922e-03,1.017921e-03,1,0
