target,m,steps,lr_eff,k_true,n_clusters,n_active,loss,max_da_grad,max_db_grad,active_leq_k
poly_k3,50,50000,0.001,3,29,45,0.00212321621751136,0.001658666671474525,0.00300489165743333,0
