neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
6,-2.508723,1.205508,-1.754576e-03,7.627338e-04,6.327073e-04,1,1
32,-1.523499,0.221503,-1.131218e-03,1.401463e-04,6.327073e-04,1,1
34,-1.449307,0.148214,-1.084276e-03,9.377618e-05,6.327073e-04,1,1
42,-1.000771,-0.188404,-8.004843e-04,-1.192045e-04,6.327073e-04,1,1
5,-1.000519,-0.443158,-8.003249e-04,-2.803892e-04,6.327073e-04,1,1
17,-1.000474,-0.509050,-8.002958e-04,-3.220798e-04,6.327073e-04,1,1
2,-1.000461,-0.528560,-8.002876e-04,-3.344237e-04,6.327073e-04,1,1
11,-1.000451,-0.542490,-8.002818e-04,-3.432372e-04,6.327073e-04,1,1
45,-1.000451,-0.542584,-8.002817e-04,-3.432966e-04,6.327073e-04,1,1
43,-1.000450,-0.544418,-8.002809e-04,-3.444573e-04,6.327073e-04,1,1
0,-1.000448,-0.548075,-8.002794e-04,-3.467712e-04,6.327073e-04,1,1
24,-1.000433,-0.570249,-8.002702e-04,-3.608007e-04,6.327073e-04,1,1
33,-1.000430,-0.575635,-8.002681e-04,-3.642085e-04,6.327073e-04,1,1
13,-1.000423,-0.586293,-8.002637e-04,-3.709520e-04,6.327073e-04,1,1
44,-0.826940,0.389487,-6.922068e-04,2.389781e-04,6.135715e-04,1,1
39,-0.748855,0.282381,-6.432584e-04,1.708997e-04,6.052091e-04,1,1
18,-0.686172,0.414385,-6.061585e-04,2.470693e-04,5.962307e-04,1,1
36,-0.617125,0.423187,-5.658644e-04,2.478710e-04,5.857242e-04,1,1
19,-0.554022,0.405955,-5.294399e-04,2.336435e-04,5.755409e-04,1,1
16,-0.492184,0.412472,-4.942381e-04,2.328528e-04,5.645298e-04,1,1
12,-0.423840,0.435084,-4.564610e-04,2.395155e-04,5.505034e-04,1,1
40,-0.351724,0.407473,-4.174200e-04,2.180997e-04,5.352498e-04,1,1
31,-0.270175,0.396807,-3.747629e-04,2.048689e-04,5.162933e-04,1,1
23,-0.183474,0.239149,-3.301587e-04,1.179209e-04,4.930862e-04,1,1
29,-0.115610,0.168544,-2.965514e-04,8.328266e-05,4.941315e-04,1,1
37,0.001070,0.012056,-2.428899e-04,4.880524e-06,4.048111e-04,0,1
30,0.060487,-0.043211,-2.188852e-04,-1.760130e-05,4.073375e-04,0,1
27,0.122014,-0.137665,-1.934546e-04,-5.653073e-05,4.106394e-04,1,1
15,0.179322,-0.192006,-1.707042e-04,-7.289611e-05,3.796551e-04,1,1
48,0.236238,-0.177201,-1.494017e-04,-6.478655e-05,3.656103e-04,1,1
35,0.279654,-0.193727,-1.337553e-04,-6.709645e-05,3.463450e-04,1,1
21,0.311292,-0.186561,-1.231500e-04,-6.037338e-05,3.236129e-04,1,1
8,0.358587,-0.208240,-1.078492e-04,-6.643027e-05,3.190081e-04,1,1
25,0.387587,-0.199073,-9.877597e-05,-5.934942e-05,2.981287e-04,1,1
9,0.434235,-0.188764,-8.506356e-05,-5.332746e-05,2.825085e-04,1,1
20,0.437197,-0.179237,-8.422715e-05,-4.682646e-05,2.612545e-04,1,1
41,0.488314,-0.184691,-7.085488e-05,-4.795960e-05,2.596750e-04,1,1
26,0.504337,-0.195978,-6.674576e-05,-4.940808e-05,2.521103e-04,1,1
28,0.547777,-0.186865,-5.588045e-05,-4.488746e-05,2.402135e-04,1,1
10,0.565415,-0.185490,-5.173122e-05,-4.242905e-05,2.287406e-04,1,1
4,0.587946,-0.184664,-4.690630e-05,-3.722529e-05,2.015834e-04,1,1
1,0.638222,-0.190136,-3.619489e-05,-3.915201e-05,2.059155e-04,1,1
47,0.650953,-0.177764,-3.362006e-05,-3.355038e-05,1.887355e-04,1,1
7,0.677997,-0.181150,-2.883738e-05,-3.044916e-05,1.680884e-04,1,1
14,0.723078,-0.188623,-2.167238e-05,-2.923593e-05,1.549969e-04,1,1
49,0.748109,-0.183360,-1.806399e-05,-2.498771e-05,1.362769e-04,1,1
22,0.788948,-0.154350,-1.324395e-05,-1.602508e-05,1.038229e-04,1,1
38,0.829148,-0.155131,-9.352579e-06,-1.151681e-05,7.423927e-05,1,1
46,0.861710,-0.123393,-7.261373e-06,-5.948415e-06,4.820725e-05,1,1
3,0.980487,0.006693,-4.549992e-07,2.097154e-07,3.133304e-05,0,1
