neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
134,-1.513542,-0.428769,2.937287e-04,-1.327253e-04,3.095499e-04,1,1
85,-1.479207,-0.394199,3.043573e-04,-1.220243e-04,3.095499e-04,1,1
49,-1.440577,-0.357040,3.163151e-04,-1.105218e-04,3.095499e-04,1,1
10,-1.389858,-0.305286,3.320151e-04,-9.450131e-05,3.095499e-04,1,1
241,-1.347956,-0.263275,3.449860e-04,-8.149668e-05,3.095499e-04,1,1
148,-1.334272,-0.249022,3.492219e-04,-7.708481e-05,3.095499e-04,1,1
193,-1.191796,-0.109710,3.933253e-04,-3.396078e-05,3.095499e-04,1,1
55,-1.043037,0.039729,4.393735e-04,1.229825e-05,3.095499e-04,1,1
34,-0.996316,0.092561,4.516127e-04,-2.721056e-05,-2.939755e-04,1,1
235,-0.994955,0.110480,4.511972e-04,-8.519891e-05,-7.711695e-04,1,1
164,-0.994714,0.166284,4.510109e-04,-1.282329e-04,-7.711695e-04,1,1
206,-0.994147,0.169232,4.505739e-04,-1.305066e-04,-7.711695e-04,1,1
12,-0.994023,0.158041,4.504781e-04,-1.218760e-04,-7.711695e-04,1,1
192,-0.993999,0.156734,4.504594e-04,-1.208687e-04,-7.711695e-04,1,1
150,-0.993993,0.154209,4.504550e-04,-1.189211e-04,-7.711695e-04,1,1
47,-0.993917,0.176355,4.503965e-04,-1.359998e-04,-7.711695e-04,1,1
25,-0.993882,0.155449,4.503698e-04,-1.198774e-04,-7.711695e-04,1,1
13,-0.993881,0.109370,4.503688e-04,-8.434283e-05,-7.711695e-04,1,1
102,-0.993032,0.159679,4.497143e-04,-1.231392e-04,-7.711695e-04,1,1
136,-0.992576,0.154077,4.493625e-04,-1.188195e-04,-7.711695e-04,1,1
175,-0.992107,0.168386,4.490008e-04,-1.298539e-04,-7.711695e-04,1,1
32,-0.991924,0.162010,4.488597e-04,-1.249371e-04,-7.711695e-04,1,1
154,-0.991876,0.164078,4.488225e-04,-1.265321e-04,-7.711695e-04,1,1
114,-0.991159,0.158290,4.482697e-04,-1.220681e-04,-7.711695e-04,1,1
118,-0.990934,0.165257,4.480960e-04,-1.274409e-04,-7.711695e-04,1,1
52,-0.990563,0.152911,4.478103e-04,-1.179207e-04,-7.711695e-04,1,1
112,-0.987136,0.148812,4.440506e-04,-1.732874e-04,-1.164470e-03,1,0
127,-0.984387,0.139367,4.406553e-04,-2.094165e-04,-1.502622e-03,1,0
117,-0.982643,0.133205,4.380344e-04,-2.001567e-04,-1.502622e-03,1,0
87,-0.982183,0.139552,4.373433e-04,-2.096943e-04,-1.502622e-03,1,0
50,-0.977590,0.131608,4.297517e-04,-2.362302e-04,-1.794947e-03,1,0
17,-0.970441,0.121137,4.157836e-04,-2.480689e-04,-2.047831e-03,1,0
48,-0.962446,0.111393,3.973433e-04,-2.725303e-04,-2.446559e-03,1,0
100,-0.962041,0.103624,3.963538e-04,-2.535234e-04,-2.446559e-03,1,0
111,-0.953995,0.100576,3.756558e-04,-2.740875e-04,-2.725184e-03,1,0
78,-0.948794,0.095694,3.613692e-04,-2.705760e-04,-2.827524e-03,1,0
138,-0.890259,0.047076,1.884895e-04,-1.305541e-04,-2.773269e-03,1,0
224,-0.875395,0.029753,1.500695e-04,-7.323910e-05,-2.461544e-03,1,0
132,-0.872774,0.025053,1.438545e-04,-5.857880e-05,-2.338233e-03,1,0
107,-0.872317,0.030127,1.427862e-04,-7.044377e-05,-2.338233e-03,1,0
58,-0.870949,0.029756,1.395869e-04,-6.957687e-05,-2.338233e-03,1,0
11,-0.860612,0.018057,1.171441e-04,-3.742494e-05,-2.072658e-03,0,0
137,-0.848740,0.009358,9.503437e-05,-1.538480e-05,-1.644105e-03,0,0
234,-0.827802,0.005416,6.612574e-05,-5.680957e-06,-1.048904e-03,0,0
217,-0.801495,-0.027649,4.806686e-05,9.041081e-06,-3.269910e-04,1,1
240,-0.769712,-0.056824,5.093273e-05,-2.363277e-05,4.158912e-04,1,1
108,-0.761472,-0.055666,5.547055e-05,-3.435214e-05,6.171074e-04,1,1
197,-0.741536,-0.071202,7.134708e-05,-6.746131e-05,9.474653e-04,1,1
31,-0.723954,-0.068254,8.995345e-05,-8.009471e-05,1.173484e-03,1,0
183,-0.717037,-0.084023,9.816059e-05,-1.019555e-04,1.213417e-03,1,0
20,-0.700034,-0.083159,1.196553e-04,-1.081910e-04,1.301009e-03,1,0
65,-0.691566,-0.087419,1.308466e-04,-1.164714e-04,1.332339e-03,1,0
171,-0.670320,-0.114622,1.594170e-04,-1.543836e-04,1.346897e-03,1,0
46,-0.657780,-0.112412,1.761527e-04,-1.481684e-04,1.318083e-03,1,0
239,-0.625956,-0.097533,2.165244e-04,-1.175209e-04,1.204935e-03,1,0
146,-0.611406,-0.115306,2.333913e-04,-1.286046e-04,1.115338e-03,1,0
220,-0.590244,-0.075558,2.554845e-04,-7.403355e-05,9.798284e-04,1,1
215,-0.553913,-0.078605,2.858354e-04,-5.576231e-05,7.093952e-04,1,1
