b_j,a_j,da_grad,db_grad,active
-0.8724434796690038,0.3595104068457037,-1.2704401960641398,0.35328281410217305,1
-0.6827258348155303,-0.3732123157152247,-1.084201126922316,-0.3522492684385211,1
-0.8796965587162836,0.42158378407927544,-1.2775575394664378,0.4134314484105673,1
-0.8797051768354025,0.43575134105782226,-1.2775659786093863,0.42641923762420625,1
-1.4935721579747145,-0.8763496647311355,-1.8644049466714196,-0.837351088680896,1
-0.6802707272066388,-0.35782049357429,-1.0818839208099926,-0.33772199304920336,1
-0.45168046173061516,0.17012645014893257,-0.8686302301583692,0.16310819667030574,1
-0.6842132343904018,-0.38457634493426174,-1.0856049867607898,-0.36387646711640986,1
-0.07211720020204694,0.20466823397380243,-0.5305795998013397,0.17366189722673606,1
-0.6892206573786015,-0.4705414604591671,-1.0903428844768208,-0.44521449776882466,1
-0.8797012856285853,0.4312464194298766,-1.277562170737125,0.42201079394281216,1
-0.8797017448589013,0.42382859488485697,-1.277562620132509,0.4147518304255945,1
-0.47589146207140426,0.29472743943579327,-0.8917728498389887,0.28080605647931955,1
-0.8803002494517062,0.450729656953435,-1.2781483070785524,0.44107677609464824,1
-0.8758734409225484,0.39036519429790095,-1.2738083508434448,0.38281654509108387,1
-0.6902557209457363,-0.47531656616865536,-1.0913246464566086,-0.4508422587384368,1
-0.8746885371068124,0.372669724391185,-1.2726463599906968,0.36546325962300835,1
-0.6938377473910312,-0.4871159270471852,-1.0947222324201593,-0.46203406413462994,1
-0.8796995280641396,0.4302065704457117,-1.277560450812892,0.42099321449028426,1
-0.6842098852403464,-0.3800272866000637,-1.085601819381957,-0.35868144767680243,1
-0.6867363600545731,-0.41344107357794635,-1.0879923048183433,-0.3911875475338318,1
-0.6892259383372522,-0.46428887759486587,-1.0903478879123805,-0.4403823918220643,1
-0.8802304648284491,0.4575751808881224,-1.278080016971229,0.4477756954606366,1
-0.685303635361215,-0.4110514271226756,-1.0866366967404237,-0.3889265241473055,1
-0.6892159460974842,-0.44405443134667677,-1.090338426781096,-0.42015313685878225,1
-0.6892234249188304,-0.4382199910782318,-1.0903455039112344,-0.41565580639145044,1
-0.8758598887087965,0.39185748876270976,-1.2737950606943158,0.3842799824559446,1
-0.8712098453787002,0.3539097955515361,-1.2692279313136554,0.34777921898776204,1
-0.8746859967255307,0.36644659234366345,-1.2726438672828762,0.3600988480338572,1
-0.8746895421647755,0.3717108333964683,-1.2726473456134488,0.3645229110902028,1
-0.8846480469081038,0.5186786972647646,-1.2824029915786637,0.5075706115387686,1
-0.6892243719109536,-0.4431501523047306,-1.0903464021422204,-0.4203321109461515,1
-0.689219485143938,-0.4512522389216024,-1.0903417753378586,-0.42696352139191146,1
-0.6914313439249813,-0.4772611135592679,-1.0924397359719182,-0.4526866803307123,1
