target,m,steps,lr_eff,k_true,n_clusters,n_active,loss,max_da_grad,max_db_grad,active_leq_k
sin_7pi,1500,200000,0.00018257418583505537,13,5,1286,0.004093308911862396,0.00028055445763194457,0.0025950381192967505,0
