neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
78,-1.832560,-0.672089,5.537258e-04,1.195031e-04,-1.778085e-04,1,1
75,-1.589828,-0.429449,5.105661e-04,7.635960e-05,-1.778085e-04,1,1
41,-1.451775,-0.292289,4.860191e-04,5.197152e-05,-1.778085e-04,1,1
34,-1.000000,0.339489,4.056897e-04,-6.036399e-05,-1.778085e-04,1,1
18,-1.000000,0.286110,4.056897e-04,-5.087272e-05,-1.778085e-04,1,1
51,-1.000000,0.307051,4.056897e-04,-5.459630e-05,-1.778085e-04,1,1
2,-1.000000,0.312876,4.056897e-04,-5.563208e-05,-1.778085e-04,1,1
60,-1.000000,0.323704,4.056897e-04,-5.755734e-05,-1.778085e-04,1,1
38,-1.000000,0.210079,4.056897e-04,-3.735381e-05,-1.778085e-04,1,1
22,-1.000000,0.230471,4.056896e-04,-1.046292e-04,-4.539787e-04,1,1
15,-1.000000,0.202651,4.056896e-04,-9.199910e-05,-4.539787e-04,1,1
76,-1.000000,0.325776,4.056896e-04,-1.478955e-04,-4.539787e-04,1,1
49,-1.000000,0.214184,4.056896e-04,-9.723517e-05,-4.539787e-04,1,1
92,-1.000000,0.320832,4.056896e-04,-1.456511e-04,-4.539787e-04,1,1
71,-1.000000,0.348120,4.056896e-04,-1.580392e-04,-4.539787e-04,1,1
72,-0.941388,0.056512,3.220161e-04,-1.168449e-04,-2.067628e-03,1,0
79,-0.799873,-0.082318,1.260582e-04,7.525533e-06,-9.142030e-05,1,1
45,-0.767115,-0.114033,1.341521e-04,-5.886761e-05,5.162317e-04,1,1
37,-0.743481,-0.146568,1.498897e-04,-1.201554e-04,8.197902e-04,1,1
1,-0.677696,-0.111784,2.170214e-04,-1.196060e-04,1.069974e-03,1,0
83,-0.673497,-0.113043,2.214941e-04,-1.177044e-04,1.041236e-03,1,0
43,-0.664791,-0.107119,2.304135e-04,-1.079778e-04,1.008017e-03,1,0
85,-0.627541,-0.092741,2.612482e-04,-5.686649e-05,6.131786e-04,1,1
28,-0.626880,-0.093367,2.616535e-04,-5.725085e-05,6.131786e-04,1,1
21,-0.616117,-0.085960,2.675143e-04,-4.096098e-05,4.765102e-04,1,1
95,-0.608763,-0.094610,2.706294e-04,-3.174062e-05,3.354896e-04,1,1
25,-0.603617,-0.078496,2.723284e-04,-2.089572e-05,2.662005e-04,1,1
59,-0.598878,-0.069056,2.735821e-04,-1.379785e-05,1.998081e-04,1,1
11,-0.571574,-0.073676,2.754566e-04,5.619859e-06,-7.627796e-05,1,1
54,-0.543627,-0.052019,2.701279e-04,1.603089e-05,-3.081764e-04,1,1
94,-0.527966,-0.062151,2.647928e-04,2.431214e-05,-3.911796e-04,1,1
19,-0.494393,-0.065838,2.497434e-04,3.256265e-05,-4.945908e-04,1,1
14,-0.478570,-0.066553,2.415910e-04,3.538278e-05,-5.316459e-04,1,1
13,-0.438021,-0.063295,2.199605e-04,3.298609e-05,-5.211463e-04,1,1
36,-0.386115,-0.037535,1.947458e-04,1.686151e-05,-4.492191e-04,1,1
5,-0.381006,-0.041633,1.924597e-04,1.854607e-05,-4.454697e-04,1,1
86,-0.374456,-0.029785,1.895552e-04,1.316955e-05,-4.421532e-04,0,1
3,-0.345741,-0.022630,1.771563e-04,9.599915e-06,-4.242027e-04,0,1
64,-0.342739,-0.029684,1.758836e-04,1.256277e-05,-4.232150e-04,0,1
50,-0.338505,-0.034468,1.740918e-04,1.458728e-05,-4.232150e-04,1,1
65,-0.319290,-0.024149,1.660202e-04,1.007638e-05,-4.172638e-04,0,1
8,-0.287289,-0.043052,1.528562e-04,1.760181e-05,-4.088536e-04,1,1
93,-0.277923,-0.041977,1.490224e-04,1.724440e-05,-4.108021e-04,1,1
30,-0.277754,-0.044718,1.489528e-04,1.837010e-05,-4.108021e-04,1,1
47,-0.236710,-0.029962,1.325301e-04,1.132571e-05,-3.780005e-04,0,1
97,-0.223073,-0.038358,1.274860e-04,1.392551e-05,-3.630452e-04,1,1
0,-0.173138,-0.035710,1.124612e-04,8.540461e-06,-2.391618e-04,1,1
23,-0.029475,-0.029615,1.096112e-04,-3.284235e-06,1.108960e-04,0,1
12,-0.008330,-0.008292,1.118622e-04,-8.412454e-07,1.014490e-04,0,1
17,0.003471,-0.004744,1.129830e-04,-4.165848e-07,8.781715e-05,0,1
42,0.022230,-0.004457,1.144649e-04,-3.137426e-07,7.038760e-05,0,1
6,0.040327,0.016141,1.154639e-04,6.955503e-07,4.309125e-05,0,1
58,0.059976,0.008163,1.160003e-04,8.461788e-08,1.036661e-05,0,1
33,0.069795,-0.003504,1.160139e-04,3.146289e-08,-8.980217e-06,0,1
80,0.097984,0.009693,1.149303e-04,-7.332709e-07,-7.564969e-05,0,1
57,0.110914,0.010748,1.138174e-04,-1.070260e-06,-9.957675e-05,0,1
91,0.138478,0.026834,1.100776e-04,-4.721044e-06,-1.759383e-04,0,1
39,0.182281,0.022352,9.996286e-05,-6.399668e-06,-2.863145e-04,0,1
