b_j,a_j,da_grad,db_grad,active
-1.2430012201747962,0.25774839814074685,3.421831193125324e-05,0.00031332315379633207,1
-0.9933266893565393,-0.5950063460033468,0.0003302549475056927,0.00027430798530222886,1
-1.525418830467342,0.6158568798910095,-0.0003090931382379301,0.0007486456609877763,1
-1.6350178615197475,0.7596800921716546,-0.00044232350672933774,0.0009234795019968823,1
-0.9949875598749944,-1.0612475789329807,0.0003310205692658645,-0.00029768502331238084,1
-0.9948176498988467,-0.7332873549785427,0.000330942305523423,0.00033805786836201734,1
-0.9438032655854738,0.00045234543832942163,0.00020247499312781765,-1.7647078425057264e-06,0
-0.9650915219916072,-0.22713281479020048,0.0002774519419209272,0.0006592356560714865,1
-0.933397926049072,-0.07165352803752581,0.00016126943891062179,0.0002890189506265638,0
-0.9914854669641602,-0.5060686298749885,0.0003294061128531906,0.00023330619449374177,1
-1.4433215512354176,0.5867121772564254,-0.0002092943475079165,0.0007132168854384607,1
-1.361374577375596,0.4914371280882037,-0.00010967827043804372,0.0005973989827906746,1
-0.9084654095890681,-0.02760966041486546,6.119718931220291e-05,0.00010744289301989611,0
-1.6149266408533405,0.7976640858425866,-0.0004179002914223735,0.00096965346380074,1
-1.0870070074732823,0.1910066223048595,0.00022384741942593685,0.0002321907632724192,1
-0.9914239778177061,-0.5097998752642791,0.00032937776531707545,0.00023502636170251096,1
-0.815052794549507,0.1414035381696093,-0.00014991426736094668,-3.397742428485579e-05,1
-0.9919171507052194,-0.5597697350836488,0.0003296051263563121,0.00025806331192154106,1
-0.800323514436962,0.39779000987053126,-0.00014821551570988491,0.00012418164493655217,1
-0.8354464020591009,-0.0679605529123102,-0.00013746983446660124,7.951215713665886e-05,0
-0.852679226234172,-0.1367179006369392,-0.00011114905178237392,0.00026455278937809586,1
-0.9793031633367109,-0.41083252670935183,0.000313577247927018,0.000876456408537119,1
-0.7887139551234519,0.5741764320512582,-0.00014197637735207416,0.00043091530222359194,1
-0.8266264551971829,-0.11729651989881859,-0.00014512726532337793,8.041778727196087e-05,1
-0.8908191961082018,-0.26101170490837877,-4.598560616331408e-06,0.0009255856888402718,1
-0.8474468586777593,-0.21635583514557571,-0.00012071866066297812,0.0003634859946867863,1
-0.7540936997604502,0.2334725977469681,-0.0001025434236231704,0.00036006451957556167,1
-0.7544504979634366,0.1500002726053166,-0.00010308919165591832,0.0002208938640942376,1
-0.7502668757223685,0.1740360311356497,-9.664164511867388e-05,0.0002684006626234104,1
-0.748601644985027,0.18326384209792382,-9.403366130582768e-05,0.0002920927725562902,1
-0.6291117855675131,1.041217692402304,2.8111507376992097e-05,-0.00019283665682647667,1
-0.8189329343773529,-0.23873755502889007,-0.0001489819204131837,5.7365517899672214e-05,1
-0.8459279046437163,-0.2931071117079096,-0.0001232705609506506,0.0004924310452603902,1
-0.9653511959571018,-0.46153804992409936,0.0002782056257827935,0.0013395789570287814,1
-0.7064555019014438,0.27940756960402047,-2.4685946593624758e-05,0.0004336896420588749,1
-0.6592399203182565,0.5374623096089699,2.5388651598982282e-05,0.00027493053446316383,1
-0.7335716908527715,-0.08670139414236092,-6.944917862111736e-05,-0.0001459697149762,1
-0.9541203467020322,-0.4690659376609408,0.00024095273457206304,0.0017006147346283868,1
-0.930892247774185,-0.45532506536690937,0.00015116263014000082,0.0018365818989037983,1
-0.672152794882917,0.2993420672744711,1.7238363521347766e-05,0.0002377371937468574,1
-0.6570543176367336,0.3465297315312182,2.621698980176791e-05,0.00012931455044014464,1
-0.6741556440428756,0.245853425995554,1.5647702565731847e-05,0.00019525656417559715,1
-0.7910418813093734,-0.3619344842243524,-0.0001435085002644589,-0.000222015129391161,1
-0.6907345424604263,0.0897391079925924,-2.339068275750788e-06,0.00011639111010143618,1
-0.6866024071878282,0.032881433703807625,2.7344423631784237e-06,3.906051751916298e-05,0
-0.6758777262910601,0.08477143641046844,1.4038886914237384e-05,7.940493022210502e-05,1
-0.5872390097146006,0.41804656199391665,3.4234170054139313e-06,-0.0003264691171641743,1
-0.6510711817310331,0.09063676830139847,2.8066882210584034e-05,2.249879116610235e-05,1
-0.5761052134902492,0.3266277450516186,-5.229250863758668e-06,-0.0002502926949460375,1
-0.6489238816124322,0.014175236320047968,2.8577694493994632e-05,1.935870916840895e-06,0
-0.6208651499504484,0.12782693300215597,2.525265693401261e-05,-5.270792705310746e-05,1
-0.5604065928602827,0.30760535737510486,-1.65596278487114e-05,-0.0002068235866369453,1
-0.9942534621447281,-0.7890112062740622,0.000330682205430031,0.00036374750593450294,1
-0.646410348107488,-0.17544322586885902,2.892096047565927e-05,-2.3959772581422687e-05,1
-0.6502515927556268,-0.25026843356796474,2.82703290185991e-05,-6.212420552759623e-05,1
-0.6576723059247681,-0.33471324092498833,2.598637502221806e-05,-0.00012490498891775287,1
-0.6270942421414856,-0.148808240127799,2.7498723393090485e-05,4.5545800748781794e-05,1
-0.468782533098573,0.7599709451119904,-1.5657713162088983e-05,0.00030038007250803207,1
-0.6412286109388636,-0.44130116723532015,2.9327971917013846e-05,-1.4226378059901502e-05,1
-0.47225471574440664,0.49833241386633714,-1.7030100464031142e-05,0.0001969669071864512,1
-0.7627172690257579,-0.8493237294808919,-0.0001149412712268882,-0.0011683909482827458,1
-0.5628652664717265,-0.16140537699592397,-1.4906497685349823e-05,0.00010852359418460183,1
-0.5039868588519476,0.09372665736573577,-2.9136463752013405e-05,2.141646225519744e-05,1
-0.4624813101459033,0.3100301408318382,-1.3475422165754143e-05,9.715047643051071e-05,1
-0.44520125956379886,0.3740813480628253,-8.969204862407796e-06,7.808586845133551e-05,1
-0.4150723859954381,0.4188239440987904,-4.204378288548688e-06,6.293390149899523e-05,1
-0.4817021795407328,-0.15591251218113708,-2.101321736870823e-05,-6.7094920702651e-05,1
-0.49147022908994936,-0.21321565430776246,-2.503057595899262e-05,-8.250623226667883e-05,1
-0.3905315264862226,0.4541368493786881,6.04276997985331e-07,0.00010159514427859269,1
-0.44286700076170865,-0.07310047826137284,-8.502681366468177e-06,-1.3216749543194734e-05,0
-0.5805763079256587,-0.6225013900224193,-1.7793943810175468e-06,0.00048607043546282564,1
-0.5291696964736962,-0.5473115055716935,-3.065667965205666e-05,0.0001203600408380688,1
-0.4660304609516233,-0.4370267181733818,-1.4681565206221173e-05,-0.00015426756628343635,1
-0.37510796370655525,0.2767656271514742,3.6981046710250323e-06,4.7852882191257954e-05,1
-0.38738110322294167,0.09922979360061515,1.2971800078085946e-06,2.1117345022056994e-05,1
-0.35045519218148785,0.37529286010833535,5.490077695694276e-06,-1.453945430532135e-05,1
-0.4141066636542899,-0.18673467000525523,-4.059265585348526e-06,-2.8059382693235212e-05,1
-0.36820630346069694,0.10937644129148104,4.71242289231683e-06,1.127417023320882e-05,1
-0.32788236745247523,0.34560763394277916,1.5362077870440743e-06,-0.00011222399003839682,1
-0.38637419176629406,-0.12511870077548787,1.511463398563914e-06,-2.6626829272887934e-05,1
-0.33617646279927843,0.2609478954932186,3.6617586707258725e-06,-5.644745274029373e-05,1
-0.40075441344376356,-0.301899728253934,-1.651286682290867e-06,-6.321873439035838e-05,1
-0.38212946715079354,-0.1513350195993,2.394184792793771e-06,-2.9859503671902478e-05,1
-0.36393645830417276,-0.1585740067902772,5.152544737530242e-06,-1.6345296354552738e-05,1
-0.4058257335688086,-0.5678093310053048,-2.657062723933215e-06,-0.00010513465942565696,1
-0.2998846081181669,0.2803439982463529,-9.220408335904562e-06,-0.00011403120709232955,1
-0.2994231868309974,-0.19479746495844835,-9.408093560782369e-06,7.923476231589562e-05,1
-0.2690492012488128,0.04780773186881109,-1.8406074617120435e-05,-7.46407939253688e-06,0
-0.2518256386224326,0.28269701633449407,-1.9640969268518852e-05,-6.934622922288588e-06,1
-0.25093311530749385,0.2656794607199452,-1.9662863071002818e-05,-6.517178363530533e-06,1
-0.23889907101954178,0.3757228346897596,-1.9829601592352214e-05,-2.5752705090270333e-06,1
-0.24838938030263893,-0.0063093839917141925,-1.972526147655253e-05,1.5477064251251965e-07,0
-0.2487761726807574,-0.168592054685124,-1.9715773370429874e-05,4.135601932041114e-06,1
-0.23389569581116643,0.0035663586999194244,-1.9847129096672685e-05,-1.0205901065474896e-08,0
-0.27446840746934015,-0.800831951279596,-1.7480670820304973e-05,0.00017444716736842106,1
-0.2123674195239671,-0.6798827234920964,-1.9234446908388066e-05,-5.1758345505455505e-05,1
