target,m,steps,lr_eff,k_true,n_clusters,n_active,loss,max_da_grad,max_db_grad,active_leq_k
poly_k3,250,111803,0.0004472135954999579,3,28,225,0.0004602008074928647,0.00044232350672933774,0.0018365818989037983,0
